NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:29:10	609809.86899754
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1026.012	415.509	914.871	1151.190	596.781	594.570	1193.072	642.811	287.723	1083.208	656.360	50.508	993.127	236.701	636.784	787.922	204.152	471.036	528.694	360.788	512.867	986.494	438.613	513.848
2	0.00333	1026.071	415.525	914.888	1151.254	596.873	594.575	1192.913	642.948	287.767	1082.983	656.616	50.604	993.314	236.697	636.812	788.090	204.077	470.934	529.023	360.600	513.497	986.588	438.596	513.835
3	0.00667	1026.128	415.524	914.892	1151.317	596.926	594.540	1192.826	642.999	287.759	1082.808	656.706	50.625	993.492	236.716	636.790	788.259	203.983	470.821	529.373	360.396	514.112	986.716	438.592	513.847
4	0.01000	1026.162	415.521	914.861	1151.373	597.004	594.511	1192.729	643.095	287.734	1082.601	656.812	50.625	993.672	236.707	636.788	788.463	203.834	470.663	529.799	360.215	514.759	986.816	438.620	513.870
5	0.01333	1026.234	415.522	914.905	1151.431	597.070	594.483	1192.668	643.129	287.727	1082.424	656.902	50.644	993.873	236.707	636.784	788.649	203.676	470.534	530.303	359.944	515.613	986.923	438.619	513.860
6	0.01667	1026.282	415.521	914.905	1151.519	597.149	594.428	1192.515	643.256	287.755	1082.242	656.903	50.629	994.060	236.708	636.743	788.858	203.489	470.381	530.760	359.717	516.295	987.025	438.618	513.884
7	0.02000	1026.334	415.522	914.917	1151.592	597.245	594.416	1192.389	643.357	287.755	1082.075	656.901	50.619	994.323	236.684	636.811	789.107	203.273	470.239	531.275	359.447	517.104	987.142	438.638	513.883
8	0.02333	1026.219	415.726	914.852	1151.668	597.341	594.401	1192.232	643.459	287.704	1081.892	656.932	50.631	994.102	237.057	636.253	788.794	203.586	469.581	531.595	359.387	517.778	987.035	438.891	513.900
9	0.02667	1026.112	415.915	914.593	1151.204	597.287	593.811	1192.067	643.626	287.654	1080.621	657.024	50.142	994.339	236.916	636.376	789.144	203.437	469.549	532.096	359.175	518.659	986.432	439.057	513.538
10	0.03000	1026.152	415.939	914.587	1151.283	597.372	593.770	1191.925	643.695	287.675	1080.447	657.220	50.282	994.561	236.873	636.358	789.407	203.192	469.355	532.719	358.875	519.551	986.516	439.115	513.572
11	0.03333	1026.415	415.669	914.859	1151.650	597.520	594.373	1191.794	643.878	287.704	1080.528	657.127	50.294	994.992	236.873	636.379	790.206	202.301	469.673	533.468	358.301	520.419	987.269	438.545	514.088
12	0.03667	1026.472	415.689	914.863	1151.719	597.587	594.362	1191.684	643.949	287.639	1080.326	657.261	50.379	995.251	236.825	636.362	790.509	201.967	469.435	534.227	357.958	521.418	987.341	438.568	514.109
13	0.04000	1026.543	415.702	914.880	1151.766	597.658	594.339	1191.587	644.101	287.585	1080.168	657.147	50.288	995.524	236.767	636.343	790.861	201.620	469.210	535.217	357.535	522.817	987.423	438.551	514.170
14	0.04333	1026.628	415.748	914.886	1151.849	597.771	594.311	1191.519	644.209	287.547	1079.979	657.148	50.269	995.783	236.710	636.286	791.211	201.216	468.996	536.074	357.101	523.932	987.530	438.547	514.200
15	0.04667	1026.708	415.784	914.879	1151.900	597.857	594.289	1191.439	644.285	287.440	1079.775	657.235	50.288	996.090	236.625	636.304	791.577	200.775	468.782	536.900	356.650	524.978	987.618	438.558	514.240
16	0.05000	1026.792	415.811	914.881	1151.959	597.952	594.230	1191.345	644.428	287.412	1079.613	656.924	50.042	996.374	236.531	636.271	791.890	200.361	468.436	537.697	356.222	525.971	987.724	438.556	514.263
17	0.05333	1026.878	415.843	914.897	1152.021	598.055	594.155	1191.279	644.516	287.367	1079.375	657.009	50.058	996.709	236.434	636.297	792.306	199.914	468.226	538.549	355.796	526.997	987.832	438.544	514.292
18	0.05667	1026.970	415.898	914.905	1152.079	598.139	594.087	1191.218	644.715	287.181	1079.195	657.140	50.150	997.017	236.346	636.281	792.712	199.404	467.979	539.406	355.350	528.043	987.922	438.535	514.311
19	0.06000	1027.060	415.954	914.906	1152.125	598.231	594.059	1191.156	644.778	287.150	1079.018	657.046	50.048	997.325	236.246	636.261	793.154	198.925	467.723	540.330	354.903	529.137	988.001	438.468	514.438
20	0.06333	1027.167	416.021	914.929	1152.174	598.319	594.006	1191.041	644.838	287.156	1078.824	657.262	50.178	997.677	236.133	636.255	793.569	198.421	467.417	541.290	354.380	530.224	988.107	438.448	514.483
21	0.06667	1027.275	416.074	914.957	1152.205	598.378	593.929	1190.911	644.945	287.180	1078.663	657.362	50.235	998.033	236.035	636.273	794.055	197.889	467.157	542.352	353.903	531.433	988.218	438.441	514.523
22	0.07000	1027.349	416.136	914.957	1152.237	598.494	593.921	1190.816	645.056	287.171	1078.442	657.445	50.257	998.383	235.914	636.225	794.493	197.360	466.795	543.419	353.398	532.604	988.325	438.453	514.609
23	0.07333	1027.444	416.189	914.967	1152.266	598.579	593.836	1190.670	645.143	287.147	1078.257	657.381	50.180	998.782	235.792	636.222	795.015	196.795	466.558	544.544	352.867	533.841	988.427	438.429	514.642
24	0.07667	1027.545	416.247	914.969	1152.290	598.669	593.740	1190.434	645.374	287.150	1077.972	657.816	50.395	999.249	235.661	636.332	795.588	196.234	466.290	545.706	352.304	535.116	988.536	438.429	514.633
25	0.08000	1027.639	416.311	914.982	1152.306	598.776	593.706	1190.262	645.478	287.124	1077.744	657.769	50.307	999.608	235.560	636.264	796.098	195.650	465.915	546.924	351.703	536.381	988.623	438.329	514.658
26	0.08333	1027.724	416.371	914.999	1152.302	598.888	593.661	1190.050	645.661	287.146	1077.555	657.610	50.154	1000.113	235.436	636.087	796.621	195.072	465.552	548.150	351.123	537.609	988.715	438.245	514.741
27	0.08667	1027.831	416.435	915.011	1152.300	598.986	593.615	1189.905	645.793	287.066	1077.345	657.543	50.077	1000.498	235.333	636.020	797.219	194.461	465.276	549.449	350.507	538.908	988.833	438.203	514.765
28	0.09000	1027.935	416.518	915.026	1152.298	599.094	593.572	1189.724	645.959	287.038	1077.138	657.606	50.108	1000.887	235.198	636.010	797.758	193.878	464.875	550.747	349.849	540.101	988.900	438.155	514.801
29	0.09333	1028.047	416.604	915.035	1152.276	599.165	593.471	1189.716	646.114	286.873	1076.953	657.727	50.153	1001.295	235.065	635.956	798.329	193.253	464.488	552.082	349.203	541.377	988.991	438.092	514.852
30	0.09667	1028.136	416.680	915.048	1152.272	599.283	593.416	1189.682	645.844	286.433	1076.719	657.840	50.198	1001.673	234.947	635.887	798.917	192.617	464.189	553.467	348.516	542.606	989.106	438.038	514.889
31	0.10000	1028.256	416.765	915.072	1152.271	599.425	593.372	1189.494	646.014	286.260	1076.502	657.893	50.193	1002.091	234.812	635.871	799.526	191.991	463.842	554.904	347.808	543.887	989.205	437.992	514.909
32	0.10333	1028.369	416.831	915.105	1152.255	599.560	593.299	1189.280	646.061	286.153	1076.245	657.896	50.119	1002.503	234.654	635.889	800.125	191.336	463.441	556.389	347.083	545.192	989.288	437.923	514.931
33	0.10667	1028.484	416.918	915.120	1152.232	599.690	593.242	1189.179	646.053	286.081	1075.946	658.124	50.234	1002.895	234.519	635.853	800.719	190.703	463.047	557.891	346.354	546.475	989.375	437.851	514.993
34	0.11000	1028.597	416.996	915.117	1152.218	599.820	593.188	1188.956	646.135	286.084	1075.660	658.255	50.266	1003.361	234.367	635.934	801.351	190.006	462.697	559.448	345.559	547.758	989.489	437.747	515.027
35	0.11333	1028.733	417.099	915.170	1152.226	599.974	593.074	1188.705	646.209	286.089	1075.427	658.285	50.269	1003.794	234.243	635.943	801.990	189.324	462.242	561.037	344.756	549.012	989.598	437.693	515.061
36	0.11667	1028.847	417.194	915.164	1152.203	600.094	593.002	1188.393	646.206	285.737	1075.203	658.321	50.211	1004.201	234.106	635.919	802.661	188.565	461.830	562.658	343.956	550.328	989.718	437.591	515.094
37	0.12000	1028.995	417.295	915.219	1152.163	600.201	592.941	1188.223	646.343	285.692	1075.013	658.146	50.007	1004.700	233.964	636.011	803.386	187.785	461.425	564.358	343.079	551.576	989.828	437.504	515.143
