NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	7
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:00:43	608103.21556576
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	Sternum X	Sternum Y	Sternum Z	
78	0.25667	1006.114	452.266	911.879	1173.957	604.285	561.975	0.000	0.000	0.000	1072.119	672.506	37.908	1033.576	231.133	628.039	856.828	140.212	439.541	1007.311	438.559	505.149
79	0.26000	1006.046	452.200	911.857	1173.516	604.527	561.981	0.000	0.000	0.000	1071.674	672.586	38.094	1034.201	230.850	627.896	858.673	138.489	439.033	1007.268	438.445	505.178
80	0.26333	1005.972	452.112	911.825	1173.073	604.809	561.921	0.000	0.000	0.000	1071.214	672.791	38.577	1034.858	230.610	627.882	860.497	136.861	438.359	1007.218	438.305	505.216
81	0.26667	1005.896	452.029	911.805	1172.677	605.079	561.917	0.000	0.000	0.000	1070.823	672.534	38.283	1035.467	230.347	627.752	862.406	135.100	437.805	1007.178	438.207	505.255
82	0.27000	1005.823	451.953	911.786	1172.239	605.354	561.842	0.000	0.000	0.000	1070.336	672.427	38.251	1036.093	230.104	627.624	864.402	133.387	437.220	1007.130	438.054	505.240
83	0.27333	1005.742	451.865	911.758	1171.785	605.618	561.761	0.000	0.000	0.000	1069.914	672.430	38.273	1036.775	229.930	627.597	866.398	131.721	436.584	1007.074	437.901	505.210
84	0.27667	1005.651	451.778	911.735	1171.409	605.881	561.780	0.000	0.000	0.000	1069.543	672.520	38.459	1037.408	229.704	627.504	868.412	130.019	435.968	1007.035	437.792	505.240
85	0.28000	1005.561	451.707	911.721	1170.943	606.164	561.735	0.000	0.000	0.000	1069.139	672.434	38.391	1038.065	229.509	627.458	870.430	128.383	435.368	1006.976	437.650	505.336
86	0.28333	1005.477	451.628	911.705	1170.518	606.455	561.689	0.000	0.000	0.000	1068.691	672.245	38.264	1038.698	229.225	627.286	872.492	126.736	434.730	1006.901	437.458	505.326
87	0.28667	1005.391	451.554	911.691	1170.080	606.686	561.725	0.000	0.000	0.000	1068.271	672.316	38.376	1039.306	228.979	627.166	874.549	125.053	434.038	1006.876	437.366	505.376
88	0.29000	1005.296	451.479	911.660	1169.619	606.994	561.711	0.000	0.000	0.000	1067.862	672.594	38.850	1039.932	228.713	627.005	876.644	123.446	433.402	1006.833	437.257	505.386
89	0.29333	1005.194	451.398	911.632	1169.213	607.246	561.657	0.000	0.000	0.000	1067.471	672.540	38.881	1040.544	228.434	626.848	879.476	120.651	433.522	1006.772	437.092	505.380
90	0.29667	1005.098	451.321	911.623	1168.765	607.481	561.590	0.000	0.000	0.000	1067.043	672.111	38.511	1041.171	228.199	626.750	881.628	119.099	432.699	1006.712	436.947	505.402
91	0.30000	1005.001	451.231	911.574	1168.295	607.799	561.627	0.000	0.000	0.000	1066.665	672.081	38.583	1041.792	227.929	626.563	883.831	117.520	431.990	1006.672	436.830	505.425
92	0.30333	1004.893	451.149	911.542	1167.899	608.050	561.565	0.000	0.000	0.000	1066.308	672.052	38.638	1042.338	227.690	626.438	886.040	116.054	431.179	1006.629	436.691	505.433
93	0.30667	1004.792	451.087	911.533	1167.464	608.369	561.615	0.000	0.000	0.000	1065.932	672.214	38.817	1042.948	227.461	626.334	888.285	114.502	430.430	1006.565	436.565	505.440
94	0.31000	1004.707	451.018	911.528	1166.980	608.652	561.571	0.000	0.000	0.000	1065.537	672.070	38.717	1043.543	227.243	626.208	890.482	113.057	429.570	1006.520	436.446	505.452
95	0.31333	1004.600	450.936	911.502	1166.570	608.879	561.538	0.000	0.000	0.000	1065.169	671.926	38.595	1044.137	226.979	626.041	892.798	111.532	428.834	1006.462	436.325	505.463
96	0.31667	1004.488	450.853	911.465	1166.097	609.187	561.564	0.000	0.000	0.000	1064.825	671.835	38.545	1044.766	226.707	625.844	895.175	110.023	428.080	1006.354	436.200	505.556
97	0.32000	1004.377	450.779	911.418	1165.661	609.409	561.529	0.000	0.000	0.000	1064.510	671.888	38.596	1045.428	226.460	625.692	897.466	108.649	427.133	1006.286	436.069	505.604
98	0.32333	1004.245	450.712	911.387	1165.224	609.633	561.470	0.000	0.000	0.000	1064.131	671.952	38.993	1046.097	226.274	625.645	899.860	107.242	426.258	1006.211	435.940	505.641
99	0.32667	1004.106	450.586	911.325	1164.724	609.878	561.424	0.000	0.000	0.000	1063.742	671.779	38.901	1046.774	226.060	625.481	902.299	105.889	425.427	1006.140	435.806	505.678
100	0.33000	1003.978	450.528	911.276	1164.323	610.111	561.398	0.000	0.000	0.000	1063.405	671.632	38.802	1047.385	225.830	625.313	904.764	104.516	424.631	1006.067	435.706	505.694
101	0.33333	1003.847	450.442	911.240	1163.861	610.356	561.383	0.000	0.000	0.000	1063.149	671.249	38.507	1047.998	225.624	625.198	907.213	103.256	423.634	1005.974	435.597	505.698
102	0.33667	1003.700	450.356	911.165	1163.388	610.608	561.364	0.000	0.000	0.000	1062.869	671.266	38.654	1048.606	225.439	625.047	909.719	102.004	422.651	1005.898	435.491	505.725
103	0.34000	1003.552	450.274	911.118	1162.975	610.757	561.289	0.000	0.000	0.000	1062.540	671.241	38.718	1049.233	225.259	624.929	912.296	100.781	421.739	1005.797	435.359	505.720
104	0.34333	1003.394	450.205	911.106	1162.523	611.026	561.317	0.000	0.000	0.000	1062.161	671.076	38.612	1049.868	225.003	624.705	914.893	99.598	420.754	1005.738	435.275	505.716
105	0.34667	1003.246	450.133	911.073	1162.052	611.271	561.294	0.000	0.000	0.000	1061.788	671.181	38.924	1050.448	224.754	624.454	917.497	98.439	419.730	1005.654	435.164	505.724
106	0.35000	1003.115	450.064	911.051	1161.670	611.453	561.280	0.000	0.000	0.000	1061.528	671.052	38.648	1051.048	224.556	624.288	920.112	97.381	418.568	1005.580	435.071	505.712
107	0.35333	1002.967	449.990	911.025	1161.232	611.717	561.282	0.000	0.000	0.000	1061.312	670.887	38.727	1051.617	224.393	624.146	922.756	96.331	417.510	1005.522	434.952	505.694
108	0.35667	1002.824	449.933	911.006	1160.786	611.944	561.270	0.000	0.000	0.000	1061.061	670.794	38.679	1052.205	224.093	623.890	925.489	95.261	416.501	1005.456	434.826	505.782
109	0.36000	1002.690	449.854	911.006	1160.377	612.149	561.279	0.000	0.000	0.000	1060.728	670.828	38.951	1052.769	223.923	623.772	928.249	94.246	415.490	1005.351	434.643	505.776
110	0.36333	1002.550	449.789	910.983	1159.932	612.381	561.253	0.000	0.000	0.000	1060.421	670.462	38.501	1053.358	223.737	623.631	930.966	93.341	414.311	1005.247	434.534	505.847
111	0.36667	1002.400	449.709	910.910	1159.524	612.606	561.243	0.000	0.000	0.000	1060.121	670.445	38.547	1053.924	223.548	623.461	933.687	92.425	413.091	1005.193	434.394	505.869
112	0.37000	1002.265	449.634	910.889	1159.131	612.790	561.240	0.000	0.000	0.000	1059.854	670.374	38.573	1054.469	223.302	623.239	936.427	91.573	412.022	1005.109	434.285	505.872
113	0.37333	1002.115	449.566	910.841	1158.646	613.041	561.225	0.000	0.000	0.000	1059.654	670.369	38.658	1055.033	223.094	623.056	939.279	90.785	410.863	1005.045	434.153	505.860
114	0.37667	1001.942	449.479	910.807	1158.216	613.203	561.220	0.000	0.000	0.000	1059.467	670.069	38.444	1055.586	222.835	622.813	942.139	89.982	409.741	1004.985	434.067	505.892
115	0.38000	1001.791	449.414	910.775	1157.821	613.427	561.278	0.000	0.000	0.000	1059.228	669.954	38.337	1056.166	222.667	622.615	944.896	89.344	408.461	1004.914	433.962	505.868
116	0.38333	1001.633	449.343	910.748	1157.330	613.668	561.249	0.000	0.000	0.000	1058.938	669.779	38.368	1056.721	222.410	622.353	947.720	88.738	407.212	1004.832	433.885	505.862
117	0.38667	1001.458	449.279	910.706	1156.890	613.886	561.315	0.000	0.000	0.000	1058.639	669.686	38.314	1057.280	222.243	622.151	950.577	88.049	406.106	1004.741	433.773	505.882
118	0.39000	1001.293	449.215	910.684	1156.484	614.105	561.355	0.000	0.000	0.000	1058.454	669.499	38.170	1057.827	222.075	622.007	953.421	87.421	404.902	1004.642	433.630	505.866
119	0.39333	1001.120	449.139	910.646	1156.000	614.357	561.388	0.000	0.000	0.000	1058.235	669.492	38.157	1058.354	221.835	621.747	956.260	86.881	403.694	1004.570	433.514	505.848
120	0.39667	1000.965	449.082	910.624	1155.533	614.548	561.384	0.000	0.000	0.000	1058.027	669.559	38.417	1058.893	221.628	621.542	959.038	86.404	402.422	1004.497	433.404	505.834
121	0.40000	1000.829	449.017	910.608	1155.063	614.690	561.379	0.000	0.000	0.000	1057.785	669.658	38.744	1059.432	221.417	621.263	961.907	85.899	401.252	1004.408	433.278	505.832
122	0.40333	1000.663	448.947	910.578	1154.574	614.916	561.429	0.000	0.000	0.000	1057.584	669.556	38.713	1059.997	221.267	621.050	964.771	85.479	400.068	1004.336	433.170	505.802
123	0.40667	1000.516	448.878	910.548	1154.139	615.105	561.456	0.000	0.000	0.000	1057.322	669.469	38.671	1060.563	221.024	620.732	967.583	85.105	398.785	1004.266	433.046	505.804
124	0.41000	1000.361	448.804	910.523	1153.667	615.302	561.463	0.000	0.000	0.000	1057.122	668.982	38.108	1061.141	220.888	620.575	970.426	84.765	397.573	1004.196	432.925	505.846
125	0.41333	1000.192	448.732	910.469	1153.168	615.516	561.525	0.000	0.000	0.000	1056.937	668.835	37.978	1061.683	220.731	620.411	973.223	84.490	396.346	1004.123	432.810	505.840
126	0.41667	1000.025	448.654	910.426	1152.759	615.691	561.544	0.000	0.000	0.000	1056.759	668.767	37.997	1062.275	220.667	620.296	976.053	84.188	395.164	1004.059	432.636	505.917
127	0.42000	999.845	448.575	910.376	1152.206	615.891	561.549	0.000	0.000	0.000	1056.635	668.437	37.624	1062.772	220.469	619.994	978.819	83.938	393.885	1003.984	432.450	505.837
128	0.42333	999.645	448.492	910.327	1151.743	616.101	561.585	0.000	0.000	0.000	1056.477	668.371	37.660	1063.300	220.288	619.800	981.585	83.762	392.631	1003.938	432.319	505.805
129	0.42667	999.457	448.416	910.289	1151.319	616.276	561.603	0.000	0.000	0.000	1056.241	668.484	37.956	1063.853	220.179	619.626	984.367	83.555	391.353	1003.873	432.166	505.772
130	0.43000	999.258	448.339	910.244	1150.791	616.517	561.627	0.000	0.000	0.000	1056.039	668.572	38.101	1064.351	220.002	619.383	987.166	83.520	390.058	1003.796	431.986	505.856
131	0.43333	999.063	448.243	910.199	1150.341	616.690	561.599	0.000	0.000	0.000	1055.820	668.477	38.043	1064.859	219.852	619.242	989.946	83.412	388.769	1003.735	431.848	505.795
132	0.43667	998.869	448.145	910.159	1149.898	616.900	561.609	0.000	0.000	0.000	1055.573	668.357	37.871	1065.406	219.765	619.050	992.736	83.401	387.513	1003.545	431.743	505.705
133	0.44000	998.697	448.070	910.123	1149.386	617.144	561.558	0.000	0.000	0.000	1055.365	668.289	37.828	1065.923	219.647	618.836	995.390	83.427	386.147	1003.484	431.606	505.638
134	0.44333	998.517	447.971	910.093	1148.943	617.299	561.568	0.000	0.000	0.000	1055.246	668.051	37.538	1066.401	219.491	618.609	998.109	83.460	384.829	1003.438	431.489	505.601
135	0.44667	998.350	447.876	910.080	1148.443	617.492	561.606	0.000	0.000	0.000	1055.066	668.144	37.605	1066.972	219.381	618.416	1000.833	83.439	383.624	1003.371	431.356	505.584
136	0.45000	998.137	447.749	909.968	1147.961	617.691	561.593	0.000	0.000	0.000	1054.929	668.162	37.607	1067.577	219.228	618.069	1003.545	83.499	382.290	1003.312	431.198	505.529
137	0.45333	997.941	447.643	909.924	1147.494	617.849	561.648	0.000	0.000	0.000	1054.770	668.128	37.569	1068.207	219.010	617.761	1006.181	83.701	380.851	1003.257	431.032	505.606
138	0.45667	997.735	447.549	909.907	1147.002	618.005	561.691	0.000	0.000	0.000	1054.608	668.009	37.440	1068.759	218.860	617.516	1008.886	83.884	379.578	1003.194	430.905	505.564
