NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:41:15	610534.57196079
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1042.158	445.158	916.349	1200.029	599.068	558.062	0.000	0.000	0.000	1086.014	674.755	32.084	1017.140	252.345	632.636	799.133	230.181	474.557	535.830	361.089	510.546	1018.902	450.176	501.910
2	0.00333	1042.039	444.994	916.314	1200.018	599.093	558.087	0.000	0.000	0.000	1085.848	674.559	31.916	1016.868	249.056	634.086	799.249	230.146	474.666	535.944	361.006	511.221	1019.803	450.572	503.799
3	0.00667	1041.939	444.847	916.308	1200.017	599.105	558.082	0.000	0.000	0.000	1085.605	674.816	32.320	1017.140	249.098	633.967	799.389	230.080	474.796	536.104	360.937	511.918	1019.892	450.640	503.856
4	0.01000	1041.820	444.702	916.297	1200.022	599.124	558.102	0.000	0.000	0.000	1085.408	674.837	32.364	1017.276	249.043	634.011	799.507	229.994	474.843	536.311	360.848	512.626	1019.725	449.915	502.523
5	0.01333	1041.699	444.552	916.286	1200.031	599.157	558.086	0.000	0.000	0.000	1085.208	674.904	32.512	1017.470	249.028	634.019	799.650	229.899	474.931	536.553	360.699	513.423	1019.807	449.899	502.534
6	0.01667	1041.573	444.385	916.293	1200.027	599.200	558.107	0.000	0.000	0.000	1085.023	674.867	32.566	1017.631	248.981	634.049	799.808	229.770	474.997	536.852	360.540	514.272	1019.886	449.887	502.573
7	0.02000	1041.416	444.245	916.269	1200.026	599.223	558.106	0.000	0.000	0.000	1084.813	675.090	32.840	1018.206	250.686	632.638	799.998	229.597	475.068	537.029	360.351	515.058	1019.974	449.884	502.619
8	0.02333	1041.246	444.061	916.246	1200.026	599.234	558.097	0.000	0.000	0.000	1084.646	675.041	32.964	1018.432	250.583	632.637	800.194	229.365	475.131	537.600	360.119	516.143	1020.045	449.847	502.591
9	0.02667	1040.585	444.080	915.841	1199.367	599.047	557.482	0.000	0.000	0.000	1083.865	674.388	32.212	1017.902	252.204	632.207	799.939	229.602	474.907	537.636	360.229	516.819	1019.551	450.219	501.881
10	0.03000	1040.552	444.127	915.812	1199.417	599.294	557.493	0.000	0.000	0.000	1083.655	674.479	32.351	1018.961	251.545	632.514	800.330	229.368	475.095	538.154	359.994	517.951	1019.382	450.161	501.589
11	0.03333	1040.534	443.633	916.095	1199.697	599.124	558.063	0.000	0.000	0.000	1083.467	674.532	32.578	1021.469	251.335	631.881	801.038	228.885	475.989	538.663	359.602	519.258	1019.974	449.637	502.702
12	0.03667	1040.308	443.478	916.084	1199.682	599.158	558.076	0.000	0.000	0.000	1083.197	674.760	33.017	1019.596	251.146	632.102	801.283	228.576	475.931	539.211	359.279	520.369	1020.046	449.625	502.719
13	0.04000	1040.063	443.285	916.033	1199.652	599.194	558.103	0.000	0.000	0.000	1082.989	674.941	33.273	1019.900	251.076	632.128	801.545	228.188	475.915	540.004	358.824	521.927	1020.084	449.574	502.758
14	0.04333	1039.813	443.131	916.017	1199.653	599.275	558.132	0.000	0.000	0.000	1082.786	674.936	33.335	1021.932	250.939	631.791	801.822	227.536	475.556	540.710	358.381	523.027	1020.133	449.530	502.784
15	0.04667	1039.571	442.977	915.985	1199.629	599.336	558.154	0.000	0.000	0.000	1082.555	674.976	33.484	1022.193	250.662	631.655	802.176	227.122	475.516	541.316	357.957	524.274	1020.187	449.460	502.824
16	0.05000	1039.332	442.836	915.975	1199.609	599.394	558.189	0.000	0.000	0.000	1082.297	674.977	33.599	1022.256	250.311	631.449	802.461	226.599	475.363	541.986	357.530	525.505	1020.233	449.417	502.851
17	0.05333	1039.043	442.655	915.940	1199.578	599.455	558.207	0.000	0.000	0.000	1082.103	674.980	33.624	1022.363	250.164	631.502	802.799	226.141	475.241	542.681	357.081	526.807	1020.282	449.363	502.886
18	0.05667	1038.750	442.486	915.875	1199.552	599.517	558.234	0.000	0.000	0.000	1081.907	675.140	33.788	1021.878	249.849	631.553	803.252	225.519	475.254	543.465	356.613	528.191	1020.332	449.257	502.948
19	0.06000	1038.466	442.361	915.825	1199.513	599.587	558.278	0.000	0.000	0.000	1081.722	675.215	34.017	1022.068	249.740	631.700	803.648	224.958	475.143	544.279	356.110	529.556	1020.370	449.187	502.961
20	0.06333	1038.154	442.205	915.752	1199.476	599.641	558.291	0.000	0.000	0.000	1081.522	675.414	34.222	1022.307	249.297	631.961	804.126	224.338	475.068	545.203	355.601	531.094	1020.441	449.167	503.043
21	0.06667	1037.820	442.065	915.667	1199.443	599.709	558.274	0.000	0.000	0.000	1081.315	675.729	34.835	1022.664	249.337	632.153	804.509	223.687	474.870	546.141	355.060	532.638	1020.513	449.088	503.053
22	0.07000	1037.479	441.923	915.621	1199.401	599.771	558.295	0.000	0.000	0.000	1081.142	675.767	34.933	1022.884	249.197	632.126	805.074	222.953	474.877	547.194	354.512	534.254	1020.577	449.017	503.067
23	0.07333	1037.168	441.804	915.576	1199.347	599.843	558.288	0.000	0.000	0.000	1080.964	675.835	35.157	1023.130	249.156	632.079	805.524	222.273	474.610	548.229	353.928	535.856	1020.630	448.932	503.124
24	0.07667	1036.818	441.658	915.525	1199.290	599.895	558.279	0.000	0.000	0.000	1080.793	675.986	35.407	1023.452	249.136	632.007	806.032	221.505	474.464	549.335	353.329	537.471	1020.704	448.871	503.149
25	0.08000	1036.452	441.510	915.407	1199.239	599.966	558.277	0.000	0.000	0.000	1080.603	675.961	35.509	1023.709	249.063	631.947	806.551	220.775	474.235	550.529	352.714	539.164	1020.779	448.823	503.199
26	0.08333	1036.059	441.385	915.284	1199.166	600.033	558.245	0.000	0.000	0.000	1080.423	676.020	35.615	1023.909	249.040	631.654	807.061	219.940	474.026	551.745	352.027	540.875	1020.841	448.714	503.221
27	0.08667	1035.647	441.268	915.180	1199.091	600.100	558.233	0.000	0.000	0.000	1080.260	676.181	35.885	1024.512	249.263	631.842	807.651	219.060	473.878	552.994	351.323	542.624	1020.937	448.595	503.232
28	0.09000	1035.260	441.139	915.145	1199.004	600.151	558.209	0.000	0.000	0.000	1080.071	676.320	36.110	1024.858	249.158	631.766	808.303	218.147	473.639	554.308	350.651	544.402	1020.580	448.925	503.456
29	0.09333	1034.891	441.018	915.056	1198.898	600.217	558.177	0.000	0.000	0.000	1079.902	676.505	36.603	1025.382	249.192	632.000	808.886	217.212	473.492	555.645	349.991	546.153	1020.346	449.346	503.918
30	0.09667	1034.471	440.922	914.912	1198.777	600.281	558.159	0.000	0.000	0.000	1079.748	676.687	36.894	1025.683	249.007	631.890	809.461	216.259	473.298	557.025	349.228	547.922	1020.406	449.218	503.918
31	0.10000	1034.009	440.796	914.775	1198.675	600.369	558.169	0.000	0.000	0.000	1079.597	676.790	37.092	1026.049	248.864	631.818	809.957	215.338	473.068	558.464	348.497	549.805	1021.095	448.534	503.619
32	0.10333	1033.551	440.666	914.679	1198.559	600.457	558.170	0.000	0.000	0.000	1079.460	676.907	37.408	1026.496	248.735	631.786	810.609	214.380	472.936	559.932	347.704	551.671	1021.169	448.451	503.666
33	0.10667	1033.106	440.549	914.552	1198.434	600.530	558.167	0.000	0.000	0.000	1079.338	677.086	37.724	1026.884	248.497	631.653	810.847	213.673	472.288	561.518	346.921	553.637	1021.218	448.276	503.665
34	0.11000	1032.661	440.461	914.416	1198.303	600.629	558.178	0.000	0.000	0.000	1079.179	677.341	38.056	1027.351	248.249	631.476	811.868	212.282	472.658	562.996	346.085	555.439	1021.285	448.144	503.711
35	0.11333	1032.140	440.337	914.265	1198.188	600.729	558.196	0.000	0.000	0.000	1079.031	677.642	38.726	1027.768	248.021	631.427	812.512	211.178	472.536	564.583	345.168	557.327	1021.358	447.997	503.739
36	0.11667	1031.658	440.220	914.174	1198.073	600.849	558.204	0.000	0.000	0.000	1078.894	677.759	38.936	1028.201	247.732	631.312	813.179	210.072	472.472	566.190	344.289	559.255	1021.367	447.875	503.876
37	0.12000	1031.174	440.105	914.027	1197.944	600.939	558.202	0.000	0.000	0.000	1078.765	677.872	39.204	1028.704	247.548	631.284	813.820	208.935	472.350	567.836	343.324	561.173	1021.464	447.772	503.956
38	0.12333	1030.656	439.994	913.846	1197.825	601.058	558.244	0.000	0.000	0.000	1078.626	677.890	39.393	1029.155	247.298	631.295	814.477	207.753	472.205	569.529	342.348	563.117	1021.543	447.617	503.970
39	0.12667	1030.135	439.884	913.702	1197.662	601.147	558.266	0.000	0.000	0.000	1078.469	677.990	39.700	1029.659	247.091	631.279	815.123	206.670	472.095	571.232	341.430	564.985	1021.594	447.440	504.048
40	0.13000	1029.638	439.754	913.578	1197.495	601.262	558.313	0.000	0.000	0.000	1078.315	678.224	40.106	1030.063	246.657	631.201	815.871	205.426	472.120	572.983	340.364	566.875	1021.723	447.289	504.049
41	0.13333	1029.111	439.615	913.401	1197.333	601.385	558.347	0.000	0.000	0.000	1078.084	678.623	40.930	1030.617	246.466	631.222	816.550	204.195	471.968	574.748	339.285	568.807	1021.807	447.110	504.022
42	0.13667	1028.530	439.496	913.197	1197.147	601.517	558.379	0.000	0.000	0.000	1077.951	678.714	41.284	1031.155	246.281	631.255	817.266	202.944	471.902	576.602	338.158	570.758	1021.900	446.959	504.037
43	0.14000	1028.016	439.367	913.053	1196.983	601.618	558.371	0.000	0.000	0.000	1077.768	678.801	41.590	1031.822	246.321	631.354	818.031	201.670	471.858	578.455	336.957	572.666	1021.955	446.752	504.075
44	0.14333	1027.473	439.218	912.870	1196.830	601.742	558.371	0.000	0.000	0.000	1077.593	678.794	41.817	1032.560	246.294	631.668	818.834	200.343	471.796	580.335	335.697	574.578	1022.012	446.535	504.042
45	0.14667	1026.901	439.098	912.652	1196.675	601.883	558.427	0.000	0.000	0.000	1077.384	679.113	42.687	1033.071	246.026	631.661	819.604	199.031	471.707	582.278	334.461	576.461	1022.091	446.378	504.053
46	0.15000	1026.335	438.926	912.488	1196.520	602.032	558.479	0.000	0.000	0.000	1077.188	679.233	43.068	1033.634	245.844	631.741	820.406	197.723	471.646	584.242	333.128	578.392	1022.163	446.189	504.080
47	0.15333	1025.804	438.774	912.333	1196.355	602.180	558.563	0.000	0.000	0.000	1077.014	679.142	43.308	1034.234	245.624	631.816	821.280	196.354	471.587	586.214	331.760	580.244	1022.220	446.027	504.104
48	0.15667	1025.232	438.621	912.111	1196.202	602.322	558.539	0.000	0.000	0.000	1076.848	679.336	43.861	1034.814	245.414	631.868	822.060	195.042	471.354	588.285	330.339	582.153	1022.276	445.871	504.099
49	0.16000	1024.645	438.431	911.901	1196.047	602.478	558.571	0.000	0.000	0.000	1076.550	679.793	44.856	1035.337	245.167	631.938	822.928	193.693	471.271	590.323	328.853	583.965	1022.349	445.703	504.120
50	0.16333	1024.070	438.256	911.725	1195.901	602.631	558.606	0.000	0.000	0.000	1076.255	679.842	45.231	1035.478	244.555	631.455	823.809	192.322	471.132	592.415	327.361	585.823	1022.406	445.530	504.116
51	0.16667	1023.495	438.092	911.524	1195.744	602.762	558.657	0.000	0.000	0.000	1075.970	679.715	45.625	1036.017	244.313	631.484	824.709	190.943	470.982	594.540	325.852	587.649	1022.487	445.359	504.102
52	0.17000	1022.898	437.914	911.340	1195.605	602.912	558.710	0.000	0.000	0.000	1075.589	679.943	46.588	1037.008	244.577	632.112	825.631	189.576	470.815	596.695	324.251	589.374	1022.541	445.149	504.087
53	0.17333	1022.297	437.705	911.130	1195.443	603.027	558.726	0.000	0.000	0.000	1075.329	679.805	46.868	1037.351	244.029	631.944	826.604	188.167	470.603	598.910	322.559	591.207	1022.616	444.962	504.072
54	0.17667	1021.680	437.500	910.881	1195.293	603.174	558.763	0.000	0.000	0.000	1074.975	680.048	47.497	1038.347	244.323	632.457	827.603	186.741	470.382	601.106	320.911	592.885	1022.666	444.767	504.068
55	0.18000	1021.090	437.315	910.716	1195.153	603.303	558.791	0.000	0.000	0.000	1074.558	680.238	48.472	1038.627	243.785	632.142	828.648	185.287	470.182	603.314	319.174	594.558	1022.715	444.564	504.006
