NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:04:19	608318.48954559
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1069.477	416.145	916.300	1181.765	601.675	558.608	0.000	0.000	0.000	1072.384	663.198	29.994	1011.653	248.510	638.635	792.608	214.491	470.524	537.532	370.070	517.570	1006.622	451.900	516.727
2	0.00333	1069.424	416.173	916.293	1181.662	601.763	558.591	0.000	0.000	0.000	1072.028	663.363	30.104	1011.723	248.416	638.346	792.937	214.242	470.236	537.956	369.644	518.314	1001.244	448.271	513.120
3	0.00667	1069.356	416.205	916.277	1181.565	601.861	558.598	0.000	0.000	0.000	1071.680	663.410	30.146	1012.023	248.307	638.364	793.271	213.950	469.966	538.381	369.148	519.032	1003.833	446.963	513.282
4	0.01000	1069.282	416.234	916.262	1181.459	601.982	558.558	0.000	0.000	0.000	1071.319	663.293	30.017	1012.262	248.183	638.344	793.625	213.629	469.740	538.853	368.660	519.693	1004.382	447.053	513.882
5	0.01333	1069.204	416.272	916.238	1181.355	602.101	558.560	0.000	0.000	0.000	1070.958	663.441	30.148	1012.857	248.099	638.600	793.990	213.276	469.450	539.352	368.113	520.559	1004.404	447.003	513.846
6	0.01667	1069.092	416.310	916.241	1181.254	602.212	558.575	0.000	0.000	0.000	1070.640	663.547	30.243	1013.062	247.964	638.436	794.369	212.932	469.181	540.094	367.510	521.759	1004.432	446.954	513.838
7	0.02000	1068.974	416.344	916.220	1181.151	602.324	558.574	0.000	0.000	0.000	1070.254	663.712	30.560	1013.305	247.840	638.314	794.733	212.563	468.882	540.676	366.975	522.591	1004.441	446.903	513.824
8	0.02333	1068.439	416.568	915.849	1180.542	602.255	558.118	0.000	0.000	0.000	1069.129	662.467	29.433	1012.971	248.030	637.459	794.440	212.783	468.068	540.912	366.541	523.305	1003.676	447.193	513.592
9	0.02667	1068.262	416.761	915.704	1180.412	602.651	558.038	0.000	0.000	0.000	1068.968	662.917	29.843	1013.482	247.837	637.821	794.821	212.419	467.840	541.414	366.134	523.971	1003.725	447.373	513.277
10	0.03000	1068.134	416.826	915.670	1180.268	602.751	558.014	0.000	0.000	0.000	1068.661	662.784	29.757	1013.151	247.790	636.766	795.250	211.964	467.588	542.068	365.540	524.901	1003.684	447.273	513.190
