NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:49:55	611054.30086179
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1044.777	439.193	921.279	1171.038	608.738	560.029	0.000	0.000	0.000	1070.637	678.148	26.827	1018.097	247.961	628.361	801.044	221.929	469.106	536.695	364.012	516.931	1005.091	446.561	503.139
2	0.00333	1044.835	438.997	921.305	1170.952	608.809	560.079	0.000	0.000	0.000	1070.318	678.430	27.168	1018.584	248.068	628.627	801.368	221.699	469.090	537.166	363.710	517.663	1005.185	446.512	503.181
3	0.00667	1044.892	438.812	921.328	1170.890	608.915	560.132	0.000	0.000	0.000	1069.968	678.498	27.403	1018.892	247.985	628.614	801.718	221.449	469.059	537.633	363.396	518.356	1005.268	446.505	503.262
4	0.01000	1044.963	438.628	921.356	1170.813	609.012	560.141	0.000	0.000	0.000	1069.636	678.435	27.523	1019.190	247.932	628.636	802.064	221.192	469.008	538.130	363.012	519.142	1005.346	446.432	503.317
5	0.01333	1045.023	438.427	921.362	1170.726	609.107	560.178	0.000	0.000	0.000	1069.324	678.297	27.432	1019.482	247.874	628.664	802.413	220.893	468.898	538.677	362.529	519.935	1005.413	446.374	503.339
6	0.01667	1045.096	438.245	921.393	1170.655	609.201	560.219	0.000	0.000	0.000	1069.002	678.242	27.286	1019.819	247.853	628.645	802.777	220.562	468.749	539.505	362.056	521.072	1005.494	446.317	503.378
7	0.02000	1045.171	438.041	921.406	1170.583	609.320	560.272	0.000	0.000	0.000	1068.673	678.448	27.588	1020.156	247.804	628.619	803.169	220.224	468.594	540.182	361.513	522.068	1005.576	446.255	503.443
8	0.02333	1044.783	438.032	921.007	1169.946	609.233	559.814	0.000	0.000	0.000	1067.477	677.138	26.455	1019.981	247.661	627.997	803.062	220.317	467.974	540.515	361.141	522.850	1004.704	446.582	503.227
9	0.02667	1045.299	437.620	921.466	1169.868	608.970	559.664	0.000	0.000	0.000	1067.335	677.639	26.997	1020.598	247.608	628.266	803.603	219.949	467.814	541.582	360.322	524.223	1004.466	446.654	503.160
10	0.03000	1045.391	437.628	921.376	1169.772	609.210	559.516	0.000	0.000	0.000	1066.974	677.611	27.082	1021.018	247.639	628.367	804.034	219.544	467.535	542.151	359.992	524.795	1004.485	446.628	503.034
11	0.03333	1045.318	437.375	921.402	1170.006	609.699	560.411	0.000	0.000	0.000	1066.564	677.417	26.896	1021.371	247.565	628.376	805.158	218.738	468.223	542.988	359.243	525.677	1005.433	446.020	503.899
12	0.03667	1045.371	437.174	921.428	1169.892	609.792	560.416	0.000	0.000	0.000	1066.181	677.548	27.082	1021.758	247.479	628.366	805.661	218.248	467.926	543.896	358.557	526.694	1005.474	445.942	503.965
13	0.04000	1045.401	436.971	921.445	1169.788	609.913	560.429	0.000	0.000	0.000	1065.840	677.602	27.386	1022.174	247.362	628.311	806.184	217.695	467.550	544.900	357.906	527.830	1005.481	445.832	504.194
14	0.04333	1045.470	436.797	921.478	1169.651	610.041	560.432	0.000	0.000	0.000	1065.492	677.515	27.396	1022.565	247.287	628.332	806.500	216.994	466.649	545.945	357.164	528.969	1005.534	445.762	504.271
15	0.04667	1045.516	436.615	921.488	1169.512	610.173	560.436	0.000	0.000	0.000	1065.109	677.336	27.294	1022.928	247.210	628.230	807.022	216.421	466.150	547.112	356.416	530.181	1005.587	445.661	504.317
16	0.05000	1045.575	436.435	921.505	1169.366	610.322	560.432	0.000	0.000	0.000	1064.660	677.176	27.158	1023.480	247.234	628.316	807.656	215.769	465.730	548.338	355.564	531.356	1005.647	445.565	504.346
17	0.05333	1045.643	436.257	921.512	1169.217	610.453	560.426	0.000	0.000	0.000	1064.295	677.303	27.260	1023.879	247.060	628.259	808.266	215.124	465.154	549.645	354.667	532.601	1005.703	445.474	504.390
18	0.05667	1045.703	436.073	921.504	1169.062	610.556	560.388	0.000	0.000	0.000	1063.916	677.517	27.632	1024.346	246.847	628.223	808.858	214.453	464.468	551.033	353.802	533.869	1005.741	445.356	504.422
19	0.06000	1045.768	435.912	921.527	1168.921	610.701	560.382	0.000	0.000	0.000	1063.542	677.472	27.797	1025.007	246.895	628.453	809.538	213.727	463.832	552.509	352.800	535.212	1005.773	445.246	504.421
20	0.06333	1045.831	435.776	921.524	1168.775	610.862	560.361	0.000	0.000	0.000	1063.139	677.078	27.377	1025.499	246.680	628.471	810.281	212.922	463.185	554.042	351.804	536.451	1005.836	445.100	504.440
21	0.06667	1045.880	435.615	921.524	1168.597	610.991	560.314	0.000	0.000	0.000	1062.734	677.243	27.436	1025.948	246.329	628.224	810.983	212.203	462.329	555.646	350.721	537.729	1005.894	444.949	504.530
22	0.07000	1045.930	435.450	921.530	1168.410	611.178	560.279	0.000	0.000	0.000	1062.366	677.356	27.584	1026.582	246.234	628.323	811.844	211.292	461.637	557.314	349.589	539.059	1005.954	444.800	504.592
23	0.07333	1045.973	435.305	921.526	1168.240	611.334	560.232	0.000	0.000	0.000	1061.969	677.323	27.777	1027.102	246.069	628.352	812.713	210.408	460.736	559.069	348.471	540.342	1006.010	444.712	504.672
24	0.07667	1046.010	435.147	921.526	1168.053	611.474	560.195	0.000	0.000	0.000	1061.545	677.195	27.690	1027.606	245.869	628.373	813.631	209.535	459.809	560.889	347.247	541.647	1006.065	444.655	504.786
25	0.08000	1046.057	435.005	921.529	1167.866	611.614	560.152	0.000	0.000	0.000	1061.126	677.007	27.590	1028.365	245.865	628.515	814.591	208.564	458.781	562.757	346.101	542.927	1006.113	444.535	504.828
26	0.08333	1046.117	434.875	921.524	1167.679	611.740	560.097	0.000	0.000	0.000	1060.767	677.067	27.577	1028.708	245.398	628.236	815.664	207.551	457.839	564.745	344.848	544.257	1006.158	444.379	504.871
27	0.08667	1046.163	434.751	921.526	1167.478	611.916	560.064	0.000	0.000	0.000	1060.398	677.110	27.661	1029.284	245.205	628.199	816.696	206.590	456.735	566.757	343.570	545.560	1006.213	444.263	504.904
28	0.09000	1046.220	434.629	921.509	1167.251	612.043	560.002	0.000	0.000	0.000	1059.930	677.232	27.851	1029.421	244.477	627.614	817.788	205.550	455.583	568.870	342.244	546.864	1006.255	444.166	504.970
29	0.09333	1046.284	434.503	921.501	1167.066	612.228	559.950	0.000	0.000	0.000	1059.496	676.996	27.724	1030.186	244.351	627.802	818.953	204.497	454.424	571.047	340.887	548.239	1006.280	444.006	505.076
