NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	7
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:45:42	610801.54074747
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	Sternum X	Sternum Y	Sternum Z	
11	0.03333	1079.662	413.916	916.182	1166.459	618.209	570.769	0.000	0.000	0.000	1074.088	665.785	31.613	1019.033	257.588	639.358	0.000	0.000	0.000	1003.657	453.360	511.068
12	0.03667	1079.675	413.870	916.167	1166.448	618.295	570.761	0.000	0.000	0.000	1073.899	665.698	31.532	1019.299	257.526	639.303	0.000	0.000	0.000	1003.733	453.371	511.147
13	0.04000	1079.697	413.821	916.174	1166.441	618.416	570.774	0.000	0.000	0.000	1073.740	665.624	31.460	1019.563	257.444	639.229	0.000	0.000	0.000	1003.799	453.290	511.212
14	0.04333	1079.713	413.792	916.173	1166.390	618.535	570.759	0.000	0.000	0.000	1073.554	665.529	31.357	1019.844	257.370	639.181	0.000	0.000	0.000	1003.875	453.277	511.255
15	0.04667	1079.739	413.747	916.161	1166.374	618.632	570.740	0.000	0.000	0.000	1073.438	665.627	31.443	1020.132	257.304	639.092	0.000	0.000	0.000	1003.931	453.244	511.273
16	0.05000	1079.766	413.724	916.161	1166.323	618.769	570.735	0.000	0.000	0.000	1073.248	665.624	31.364	1020.428	257.207	639.058	0.000	0.000	0.000	1004.018	453.229	511.325
17	0.05333	1079.791	413.704	916.153	1166.251	618.883	570.717	0.000	0.000	0.000	1073.078	665.656	31.367	1020.989	257.095	639.385	0.000	0.000	0.000	1004.111	453.160	511.355
18	0.05667	1079.832	413.687	916.176	1166.195	619.019	570.707	0.000	0.000	0.000	1072.879	665.665	31.364	1021.299	257.010	639.301	0.000	0.000	0.000	1004.196	453.144	511.384
19	0.06000	1079.865	413.689	916.188	1166.122	619.130	570.685	0.000	0.000	0.000	1072.677	665.659	31.367	1021.596	256.234	639.335	0.000	0.000	0.000	1004.251	453.039	511.456
20	0.06333	1079.906	413.675	916.191	1166.046	619.271	570.669	0.000	0.000	0.000	1072.495	665.573	31.304	1021.919	256.139	639.344	0.000	0.000	0.000	1004.333	453.004	511.504
21	0.06667	1079.938	413.691	916.221	1165.986	619.472	570.641	0.000	0.000	0.000	1072.285	665.481	31.198	1022.338	255.876	639.104	0.000	0.000	0.000	1004.411	452.916	511.473
22	0.07000	1079.987	413.698	916.258	1165.886	619.552	570.584	0.000	0.000	0.000	1072.083	665.318	31.036	1023.083	255.690	639.151	0.000	0.000	0.000	1004.495	452.853	511.490
23	0.07333	1080.022	413.713	916.256	1165.806	619.674	570.549	0.000	0.000	0.000	1071.886	665.327	30.998	1023.267	255.800	639.369	0.000	0.000	0.000	1004.567	452.779	511.505
24	0.07667	1080.082	413.731	916.280	1165.701	619.803	570.541	0.000	0.000	0.000	1071.694	665.315	30.968	1026.499	255.943	639.143	0.000	0.000	0.000	1004.631	452.727	511.557
25	0.08000	1080.127	413.780	916.315	1165.627	619.964	570.471	0.000	0.000	0.000	1071.515	665.389	30.982	1024.133	255.877	639.624	0.000	0.000	0.000	1004.736	452.687	511.488
26	0.08333	1080.214	413.814	916.366	1165.529	620.079	570.416	0.000	0.000	0.000	1071.319	665.415	30.978	1024.433	255.740	639.614	0.000	0.000	0.000	1004.838	452.598	511.489
27	0.08667	1080.252	413.845	916.357	1165.430	620.246	570.357	0.000	0.000	0.000	1071.103	665.409	31.048	1024.926	255.486	639.380	0.000	0.000	0.000	1004.917	452.487	511.557
28	0.09000	1080.322	413.891	916.415	1165.321	620.429	570.326	0.000	0.000	0.000	1070.896	665.347	31.031	1025.533	255.281	639.156	0.000	0.000	0.000	1005.002	452.380	511.572
29	0.09333	1080.388	413.940	916.429	1165.217	620.589	570.257	0.000	0.000	0.000	1070.696	665.250	30.960	1025.904	255.135	639.123	0.000	0.000	0.000	1005.072	452.333	511.643
30	0.09667	1080.452	413.987	916.457	1165.130	620.763	570.227	0.000	0.000	0.000	1070.475	665.096	30.858	1026.334	254.943	639.105	0.000	0.000	0.000	1005.164	452.261	511.694
31	0.10000	1080.530	414.039	916.466	1165.039	620.934	570.178	0.000	0.000	0.000	1070.227	665.149	30.699	1026.796	254.885	639.375	0.000	0.000	0.000	1005.214	452.189	511.849
32	0.10333	1080.643	414.110	916.520	1164.991	621.144	570.147	0.000	0.000	0.000	1069.905	665.637	31.338	1027.265	254.609	639.267	0.000	0.000	0.000	1005.285	452.110	511.911
33	0.10667	1080.727	414.185	916.542	1164.888	621.215	570.041	0.000	0.000	0.000	1069.730	665.667	31.352	1027.727	254.499	639.301	0.000	0.000	0.000	1005.387	452.049	511.936
34	0.11000	1080.847	414.261	916.567	1164.800	621.398	569.958	0.000	0.000	0.000	1069.505	665.676	31.345	1028.259	254.300	639.282	0.000	0.000	0.000	1005.457	451.990	511.965
35	0.11333	1080.982	414.345	916.611	1164.694	621.559	569.898	0.000	0.000	0.000	1069.281	665.607	31.318	1028.648	254.138	639.290	0.000	0.000	0.000	1005.554	451.909	511.974
36	0.11667	1081.120	414.436	916.631	1164.579	621.702	569.849	0.000	0.000	0.000	1069.010	665.653	31.333	1029.074	253.969	639.253	0.000	0.000	0.000	1005.622	451.808	512.154
37	0.12000	1081.258	414.513	916.674	1164.501	621.858	569.788	0.000	0.000	0.000	1068.754	665.595	31.308	1029.500	253.818	639.308	0.000	0.000	0.000	1005.725	451.705	512.190
38	0.12333	1081.405	414.630	916.710	1164.407	622.036	569.754	0.000	0.000	0.000	1068.489	665.449	31.172	1030.016	253.705	639.291	0.000	0.000	0.000	1005.801	451.634	512.243
39	0.12667	1081.579	414.741	916.733	1164.298	622.205	569.687	0.000	0.000	0.000	1068.262	665.475	31.145	1030.468	253.488	639.260	0.000	0.000	0.000	1005.883	451.568	512.301
40	0.13000	1081.752	414.874	916.774	1164.190	622.365	569.626	0.000	0.000	0.000	1068.013	665.482	31.100	1030.874	253.340	639.275	0.000	0.000	0.000	1005.953	451.481	512.338
41	0.13333	1081.940	415.009	916.803	1164.083	622.527	569.579	0.000	0.000	0.000	1067.752	665.557	31.118	1031.332	253.231	639.289	0.000	0.000	0.000	1006.031	451.336	512.487
42	0.13667	1082.121	415.136	916.811	1163.996	622.696	569.506	0.000	0.000	0.000	1067.443	665.619	31.127	1031.822	253.025	639.261	0.000	0.000	0.000	1006.127	451.259	512.526
43	0.14000	1082.324	415.265	916.830	1163.882	622.882	569.434	0.000	0.000	0.000	1067.130	665.576	31.072	1032.316	252.725	639.175	0.000	0.000	0.000	1006.209	451.176	512.561
44	0.14333	1082.519	415.417	916.844	1163.738	623.054	569.343	0.000	0.000	0.000	1066.840	665.436	30.856	1032.772	252.497	639.134	0.000	0.000	0.000	1006.310	451.038	512.578
45	0.14667	1082.721	415.548	916.866	1163.604	623.220	569.274	0.000	0.000	0.000	1066.560	665.522	30.879	1033.329	252.211	638.996	0.000	0.000	0.000	1006.385	451.008	512.637
46	0.15000	1082.931	415.683	916.881	1163.473	623.386	569.177	0.000	0.000	0.000	1066.310	665.590	30.860	1034.306	251.828	638.765	0.000	0.000	0.000	1006.466	450.891	512.644
47	0.15333	1083.172	415.842	916.930	1163.358	623.543	569.127	0.000	0.000	0.000	1066.036	665.741	30.929	1034.783	251.643	638.844	0.000	0.000	0.000	1006.550	450.845	512.669
48	0.15667	1083.419	415.995	916.979	1163.234	623.683	569.044	0.000	0.000	0.000	1065.675	665.805	31.015	1035.260	251.447	638.876	0.000	0.000	0.000	1006.625	450.751	512.714
49	0.16000	1083.675	416.162	917.018	1163.122	623.828	568.965	0.000	0.000	0.000	1065.370	665.647	30.872	1036.033	251.199	638.678	0.000	0.000	0.000	1006.700	450.687	512.734
50	0.16333	1083.899	416.317	917.046	1163.000	624.007	568.878	0.000	0.000	0.000	1065.042	665.596	30.653	1036.554	250.965	638.625	0.000	0.000	0.000	1006.757	450.605	512.779
51	0.16667	1084.147	416.498	917.083	1162.840	624.208	568.805	0.000	0.000	0.000	1064.644	666.171	31.331	1037.037	250.823	638.662	0.000	0.000	0.000	1006.840	450.511	512.841
52	0.17000	1084.377	416.675	917.115	1162.686	624.408	568.717	0.000	0.000	0.000	1064.387	666.269	31.382	1037.676	250.550	638.547	0.000	0.000	0.000	1006.913	450.429	512.915
53	0.17333	1084.604	416.835	917.136	1162.535	624.612	568.653	0.000	0.000	0.000	1064.083	666.324	31.426	1038.174	250.391	638.459	0.000	0.000	0.000	1006.988	450.338	512.994
54	0.17667	1084.830	416.997	917.162	1162.386	624.772	568.599	0.000	0.000	0.000	1063.737	666.308	31.363	1038.869	250.197	638.510	0.000	0.000	0.000	1007.055	450.271	513.067
55	0.18000	1085.095	417.176	917.206	1162.225	624.923	568.524	0.000	0.000	0.000	1063.423	666.263	31.301	1039.261	250.019	638.434	0.000	0.000	0.000	1007.141	450.139	513.201
56	0.18333	1085.361	417.345	917.248	1162.050	625.113	568.433	0.000	0.000	0.000	1063.085	666.186	31.150	1039.941	249.644	638.130	0.000	0.000	0.000	1007.198	450.031	513.268
57	0.18667	1085.625	417.509	917.318	1161.855	625.301	568.373	0.000	0.000	0.000	1062.799	666.314	31.123	1040.514	249.399	637.970	0.000	0.000	0.000	1007.264	449.907	513.386
58	0.19000	1085.885	417.690	917.356	1161.656	625.468	568.255	0.000	0.000	0.000	1062.484	666.458	31.180	1041.199	249.078	637.781	0.000	0.000	0.000	1007.317	449.825	513.460
59	0.19333	1086.142	417.866	917.333	1161.494	625.646	568.176	0.000	0.000	0.000	1062.141	666.474	31.091	1041.767	248.853	637.653	0.000	0.000	0.000	1007.374	449.710	513.543
60	0.19667	1086.403	418.044	917.380	1161.334	625.840	568.079	0.000	0.000	0.000	1061.818	666.348	30.946	1042.569	248.522	637.368	0.000	0.000	0.000	1007.433	449.658	513.634
61	0.20000	1086.649	418.228	917.386	1161.155	625.967	567.926	0.000	0.000	0.000	1061.478	666.316	30.824	1043.103	248.265	637.268	0.000	0.000	0.000	1007.520	449.551	513.653
62	0.20333	1086.897	418.399	917.402	1160.982	626.161	567.839	0.000	0.000	0.000	1061.160	666.459	30.803	1043.836	248.070	637.292	0.000	0.000	0.000	1007.593	449.475	513.680
63	0.20667	1087.164	418.563	917.429	1160.759	626.357	567.743	0.000	0.000	0.000	1060.857	666.653	30.889	1044.399	247.833	637.253	0.000	0.000	0.000	1007.655	449.372	513.696
64	0.21000	1087.442	418.710	917.476	1160.579	626.571	567.610	0.000	0.000	0.000	1060.520	666.604	30.838	1045.162	247.497	637.077	0.000	0.000	0.000	1007.718	449.303	513.740
65	0.21333	1087.730	418.877	917.509	1160.391	626.751	567.557	0.000	0.000	0.000	1060.197	666.497	30.644	1045.712	247.298	637.091	0.000	0.000	0.000	1007.783	449.241	513.801
66	0.21667	1088.014	419.050	917.528	1160.211	626.912	567.511	0.000	0.000	0.000	1059.781	666.755	30.968	1046.544	246.929	636.754	0.000	0.000	0.000	1007.843	449.141	513.850
67	0.22000	1088.298	419.196	917.558	1160.006	627.089	567.437	0.000	0.000	0.000	1059.448	666.965	31.143	1047.351	246.592	636.638	0.000	0.000	0.000	1007.897	449.049	513.890
68	0.22333	1088.568	419.360	917.566	1159.782	627.308	567.378	0.000	0.000	0.000	1059.173	666.877	31.018	1049.131	246.805	635.380	0.000	0.000	0.000	1007.931	448.870	514.027
69	0.22667	1088.841	419.514	917.571	1159.575	627.505	567.272	0.000	0.000	0.000	1058.884	666.802	30.939	1050.084	246.672	635.117	0.000	0.000	0.000	1007.999	448.736	514.091
70	0.23000	1089.101	419.658	917.577	1159.368	627.669	567.185	0.000	0.000	0.000	1058.494	667.072	31.036	1050.793	246.381	634.952	0.000	0.000	0.000	1008.061	448.613	514.106
71	0.23333	1089.360	419.789	917.562	1159.160	627.836	567.093	0.000	0.000	0.000	1058.149	667.225	31.109	1051.453	246.119	634.849	0.000	0.000	0.000	1008.123	448.485	514.109
72	0.23667	1089.656	419.907	917.578	1158.935	628.053	567.025	0.000	0.000	0.000	1057.809	667.254	31.061	1052.010	245.788	634.715	0.000	0.000	0.000	1008.198	448.348	514.081
73	0.24000	1089.981	420.056	917.620	1158.675	628.259	566.956	0.000	0.000	0.000	1057.544	667.254	31.086	1052.562	245.686	634.449	0.000	0.000	0.000	1008.260	448.216	514.119
74	0.24333	1090.281	420.174	917.649	1158.450	628.424	566.861	0.000	0.000	0.000	1057.246	667.294	31.057	1053.054	245.330	634.470	0.000	0.000	0.000	1008.317	448.111	514.150
75	0.24667	1090.563	420.307	917.679	1158.243	628.603	566.778	0.000	0.000	0.000	1056.906	667.274	30.974	1053.582	245.076	634.275	0.000	0.000	0.000	1008.374	447.974	514.144
76	0.25000	1090.841	420.436	917.702	1158.040	628.808	566.691	0.000	0.000	0.000	1056.587	667.199	30.836	1054.134	244.915	634.168	0.000	0.000	0.000	1008.456	447.882	514.159
77	0.25333	1091.133	420.578	917.735	1157.810	629.007	566.608	0.000	0.000	0.000	1056.252	667.290	30.791	1054.687	244.663	634.052	0.000	0.000	0.000	1008.509	447.790	514.191
78	0.25667	1091.418	420.682	917.721	1157.560	629.232	566.574	0.000	0.000	0.000	1055.947	667.422	30.783	1055.286	244.418	634.038	0.000	0.000	0.000	1008.559	447.646	514.215
79	0.26000	1091.703	420.780	917.729	1157.309	629.391	566.449	0.000	0.000	0.000	1055.658	667.586	30.876	1055.926	244.079	633.805	0.000	0.000	0.000	1008.618	447.533	514.263
80	0.26333	1091.996	420.895	917.701	1157.097	629.546	566.348	0.000	0.000	0.000	1055.371	667.542	30.785	1056.703	243.951	633.825	0.000	0.000	0.000	1008.689	447.408	514.288
81	0.26667	1092.279	420.999	917.704	1156.857	629.650	566.238	0.000	0.000	0.000	1055.030	667.541	30.719	1057.408	243.698	633.648	0.000	0.000	0.000	1008.752	447.321	514.334
82	0.27000	1092.558	421.114	917.702	1156.597	629.841	566.150	0.000	0.000	0.000	1054.701	667.577	30.665	1058.130	243.471	633.508	0.000	0.000	0.000	1008.733	447.188	514.434
83	0.27333	1092.833	421.213	917.688	1156.362	630.019	566.091	0.000	0.000	0.000	1054.359	667.711	30.708	1058.871	243.150	633.300	0.000	0.000	0.000	1008.802	446.988	514.418
84	0.27667	1093.127	421.308	917.710	1156.147	630.190	566.015	0.000	0.000	0.000	1054.069	667.808	30.738	1059.713	242.932	633.231	0.000	0.000	0.000	1008.866	446.810	514.464
85	0.28000	1093.421	421.406	917.726	1155.897	630.314	565.938	0.000	0.000	0.000	1053.777	667.957	30.830	1060.536	242.677	633.052	0.000	0.000	0.000	1008.912	446.671	514.558
86	0.28333	1093.732	421.484	917.749	1155.626	630.466	565.816	0.000	0.000	0.000	1053.496	667.932	30.716	1061.336	242.250	632.681	0.000	0.000	0.000	1008.984	446.517	514.520
87	0.28667	1094.024	421.573	917.757	1155.342	630.646	565.734	0.000	0.000	0.000	1053.186	667.940	30.599	1062.177	241.926	632.430	0.000	0.000	0.000	1009.059	446.328	514.621
88	0.29000	1094.301	421.653	917.726	1155.076	630.794	565.654	0.000	0.000	0.000	1052.825	668.305	30.989	1062.959	241.586	632.160	0.000	0.000	0.000	1009.139	446.156	514.653
89	0.29333	1094.566	421.745	917.726	1154.839	630.939	565.622	0.000	0.000	0.000	1052.530	668.281	30.913	1063.765	241.352	631.982	0.000	0.000	0.000	1009.198	445.963	514.678
90	0.29667	1094.821	421.816	917.724	1154.604	631.084	565.572	0.000	0.000	0.000	1052.318	668.097	30.715	1064.527	241.077	631.810	0.000	0.000	0.000	1009.288	445.846	514.644
91	0.30000	1095.097	421.893	917.728	1154.336	631.245	565.544	0.000	0.000	0.000	1052.061	668.036	30.441	1065.318	240.766	631.566	0.000	0.000	0.000	1009.356	445.708	514.675
92	0.30333	1095.375	421.961	917.731	1154.056	631.393	565.502	0.000	0.000	0.000	1051.720	668.459	30.927	1066.129	240.456	631.390	0.000	0.000	0.000	1009.391	445.562	514.691
93	0.30667	1095.687	422.037	917.791	1153.795	631.506	565.437	0.000	0.000	0.000	1051.398	668.488	30.904	1066.996	240.217	631.337	0.000	0.000	0.000	1009.908	444.892	514.276
94	0.31000	1095.951	422.117	917.827	1153.531	631.629	565.394	0.000	0.000	0.000	1051.107	668.482	30.893	1067.869	239.955	631.180	0.000	0.000	0.000	1009.951	444.757	514.296
95	0.31333	1096.200	422.206	917.858	1153.261	631.804	565.380	0.000	0.000	0.000	1050.868	668.465	30.942	1068.708	239.658	631.010	0.000	0.000	0.000	1009.968	444.592	514.318
96	0.31667	1096.456	422.281	917.897	1152.983	631.990	565.302	0.000	0.000	0.000	1050.631	668.447	30.914	1069.562	239.462	630.893	0.000	0.000	0.000	1010.030	444.385	514.412
97	0.32000	1096.706	422.356	917.912	1152.726	632.139	565.247	0.000	0.000	0.000	1050.407	668.450	30.896	1070.372	239.215	630.701	0.000	0.000	0.000	1010.055	444.181	514.459
98	0.32333	1096.968	422.441	917.963	1152.482	632.274	565.190	0.000	0.000	0.000	1050.143	668.379	30.784	1071.171	238.932	630.480	0.000	0.000	0.000	1010.107	443.964	514.530
99	0.32667	1097.224	422.506	917.986	1152.199	632.404	565.170	0.000	0.000	0.000	1049.884	668.357	30.710	1071.972	238.609	630.170	0.000	0.000	0.000	1010.159	443.787	514.587
100	0.33000	1097.477	422.556	918.036	1151.893	632.552	565.162	0.000	0.000	0.000	1049.614	668.383	30.671	1072.803	238.237	629.775	0.000	0.000	0.000	1010.234	443.585	514.668
101	0.33333	1097.719	422.613	918.068	1151.615	632.706	565.145	0.000	0.000	0.000	1049.348	668.381	30.626	1073.656	237.997	629.534	0.000	0.000	0.000	1010.260	443.410	514.751
102	0.33667	1097.959	422.672	918.101	1151.392	632.834	565.119	0.000	0.000	0.000	1049.104	668.424	30.684	1074.475	237.781	629.333	0.000	0.000	0.000	1010.304	443.215	514.808
103	0.34000	1098.178	422.744	918.125	1151.147	632.942	565.091	0.000	0.000	0.000	1048.908	668.479	30.737	1075.285	237.529	629.084	0.000	0.000	0.000	1010.334	443.032	514.855
104	0.34333	1098.390	422.814	918.127	1150.851	633.036	565.083	0.000	0.000	0.000	1048.723	668.501	30.701	1076.132	237.321	628.959	0.000	0.000	0.000	1010.379	442.881	514.876
105	0.34667	1098.612	422.872	918.174	1150.540	633.124	565.016	0.000	0.000	0.000	1048.509	668.488	30.707	1077.282	237.243	629.004	0.000	0.000	0.000	1010.369	442.751	514.921
106	0.35000	1098.845	422.944	918.206	1150.277	633.204	564.960	0.000	0.000	0.000	1048.267	668.473	30.700	1077.946	236.849	628.681	0.000	0.000	0.000	1010.401	442.545	514.944
107	0.35333	1099.075	423.009	918.254	1150.058	633.269	564.924	0.000	0.000	0.000	1048.023	668.457	30.637	1078.782	236.700	628.631	0.000	0.000	0.000	1011.004	441.685	514.579
108	0.35667	1099.293	423.078	918.264	1149.815	633.331	564.877	0.000	0.000	0.000	1047.751	668.626	30.812	1079.634	236.464	628.466	0.000	0.000	0.000	1010.874	441.506	514.671
109	0.36000	1099.526	423.173	918.101	1149.576	633.440	564.823	0.000	0.000	0.000	1047.544	668.614	30.748	1080.401	236.231	628.280	0.000	0.000	0.000	1010.931	441.312	514.746
110	0.36333	1099.728	423.235	918.126	1149.289	633.531	564.759	0.000	0.000	0.000	1047.365	668.559	30.663	1081.222	236.004	628.135	0.000	0.000	0.000	1010.956	441.116	514.837
111	0.36667	1099.919	423.293	918.139	1149.026	633.599	564.677	0.000	0.000	0.000	1047.191	668.510	30.614	1082.034	235.798	627.958	0.000	0.000	0.000	1010.966	440.978	514.872
112	0.37000	1100.101	423.346	918.149	1148.775	633.638	564.588	0.000	0.000	0.000	1047.066	668.455	30.566	1082.843	235.575	627.775	0.000	0.000	0.000	1010.983	440.784	514.945
113	0.37333	1100.293	423.401	918.166	1148.559	633.708	564.564	0.000	0.000	0.000	1046.907	668.513	30.366	1083.728	235.303	627.508	0.000	0.000	0.000	1011.012	440.578	515.026
114	0.37667	1100.465	423.455	918.170	1148.345	633.779	564.543	0.000	0.000	0.000	1046.660	668.708	30.637	1084.566	235.092	627.327	0.000	0.000	0.000	1011.166	440.373	515.121
115	0.38000	1100.646	423.510	918.189	1148.094	633.879	564.528	0.000	0.000	0.000	1046.486	668.791	30.707	1085.386	234.749	627.037	0.000	0.000	0.000	1011.192	440.164	515.124
116	0.38333	1100.816	423.567	918.197	1147.849	633.935	564.497	0.000	0.000	0.000	1046.306	668.755	30.649	1086.251	234.502	626.812	0.000	0.000	0.000	1011.244	439.939	515.165
117	0.38667	1101.011	423.618	918.256	1147.603	633.999	564.450	0.000	0.000	0.000	1046.143	668.774	30.647	1087.087	234.196	626.504	0.000	0.000	0.000	1011.287	439.653	515.226
118	0.39000	1101.192	423.676	918.284	1147.358	634.021	564.408	0.000	0.000	0.000	1046.008	668.791	30.641	1087.976	233.941	626.234	0.000	0.000	0.000	1011.326	439.461	515.289
119	0.39333	1101.359	423.741	918.310	1147.139	634.052	564.357	0.000	0.000	0.000	1045.871	668.770	30.625	1088.759	233.669	626.038	0.000	0.000	0.000	1011.338	439.213	515.377
120	0.39667	1101.519	423.793	918.344	1146.897	634.081	564.337	0.000	0.000	0.000	1045.769	668.728	30.624	1089.587	233.345	625.658	0.000	0.000	0.000	1011.389	438.984	515.423
121	0.40000	1101.671	423.848	918.367	1146.669	634.147	564.332	0.000	0.000	0.000	1045.677	668.794	30.667	1090.465	233.226	625.516	0.000	0.000	0.000	1011.430	438.777	515.466
122	0.40333	1101.833	423.904	918.410	1146.430	634.187	564.292	0.000	0.000	0.000	1045.594	668.824	30.649	1091.269	232.981	625.223	0.000	0.000	0.000	1011.448	438.596	515.521
123	0.40667	1102.002	423.957	918.445	1146.162	634.176	564.237	0.000	0.000	0.000	1045.508	668.866	30.682	1092.060	232.742	624.980	0.000	0.000	0.000	1011.454	438.355	515.606
124	0.41000	1102.161	424.010	918.474	1145.911	634.203	564.194	0.000	0.000	0.000	1045.445	668.926	30.713	1092.735	232.655	624.488	0.000	0.000	0.000	1011.488	438.174	515.612
125	0.41333	1102.311	424.061	918.514	1145.636	634.198	564.174	0.000	0.000	0.000	1045.368	668.902	30.709	1093.790	232.181	624.077	0.000	0.000	0.000	1011.486	437.976	515.638
126	0.41667	1102.453	424.114	918.540	1145.415	634.173	564.142	0.000	0.000	0.000	1045.315	668.903	30.708	1094.600	231.990	623.791	0.000	0.000	0.000	1011.535	437.773	515.673
127	0.42000	1102.584	424.158	918.555	1145.150	634.211	564.147	0.000	0.000	0.000	1045.257	668.916	30.700	1095.451	231.770	623.459	0.000	0.000	0.000	1011.556	437.412	515.683
128	0.42333	1102.708	424.214	918.563	1144.894	634.242	564.196	0.000	0.000	0.000	1045.211	668.893	30.693	1096.337	231.577	623.066	0.000	0.000	0.000	1011.614	437.158	515.772
129	0.42667	1102.835	424.248	918.584	1144.639	634.266	564.254	0.000	0.000	0.000	1045.198	668.963	30.739	1097.196	231.239	622.559	0.000	0.000	0.000	1011.652	436.898	515.842
130	0.43000	1102.956	424.299	918.600	1144.348	634.287	564.287	0.000	0.000	0.000	1045.169	668.961	30.768	1098.061	230.978	622.172	0.000	0.000	0.000	1011.692	436.648	515.874
131	0.43333	1103.080	424.344	918.631	1144.088	634.314	564.349	0.000	0.000	0.000	1045.167	668.958	30.766	1098.962	230.807	621.809	0.000	0.000	0.000	1011.742	436.362	515.923
132	0.43667	1103.193	424.385	918.682	1143.825	634.363	564.460	0.000	0.000	0.000	1045.156	669.032	30.818	1099.850	230.597	621.440	0.000	0.000	0.000	1011.784	436.132	515.959
133	0.44000	1103.317	424.431	918.717	1143.546	634.410	564.502	0.000	0.000	0.000	1045.182	669.038	30.826	1100.747	230.218	620.853	0.000	0.000	0.000	1011.807	435.864	515.986
134	0.44333	1103.417	424.478	918.759	1143.249	634.443	564.564	0.000	0.000	0.000	1045.191	668.992	30.816	1101.675	230.034	620.478	0.000	0.000	0.000	1011.852	435.612	516.023
135	0.44667	1103.535	424.520	918.823	1142.949	634.442	564.586	0.000	0.000	0.000	1045.238	669.037	30.855	1102.564	229.789	620.038	0.000	0.000	0.000	1011.914	435.387	516.075
136	0.45000	1103.632	424.562	918.859	1142.643	634.442	564.596	0.000	0.000	0.000	1045.258	669.048	30.906	1103.540	229.713	619.827	0.000	0.000	0.000	1011.959	435.147	516.109
137	0.45333	1103.749	424.620	918.924	1142.365	634.506	564.687	0.000	0.000	0.000	1045.293	669.036	30.883	1104.457	229.452	619.327	0.000	0.000	0.000	1011.980	434.878	516.203
138	0.45667	1103.835	424.655	918.954	1142.057	634.544	564.777	0.000	0.000	0.000	1045.347	669.012	30.879	1105.360	229.253	618.977	0.000	0.000	0.000	1012.043	434.633	516.242
