NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	7
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:02:23	608202.36398695
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	Sternum X	Sternum Y	Sternum Z	
32	0.10333	1056.083	433.379	917.001	1119.595	629.523	570.792	0.000	0.000	0.000	1040.381	656.233	29.940	1012.348	255.092	646.272	0.000	0.000	0.000	975.382	446.691	514.847
33	0.10667	1056.223	433.410	917.012	1119.534	629.586	570.784	0.000	0.000	0.000	1040.220	656.247	29.990	1012.459	255.027	645.980	0.000	0.000	0.000	975.450	446.666	514.864
34	0.11000	1056.366	433.430	917.038	1119.475	629.649	570.787	0.000	0.000	0.000	1040.077	656.291	30.066	1012.726	254.938	645.896	0.000	0.000	0.000	975.492	446.625	514.874
35	0.11333	1056.513	433.445	917.066	1119.406	629.744	570.789	0.000	0.000	0.000	1039.962	656.289	30.097	1012.988	254.849	645.802	0.000	0.000	0.000	975.547	446.591	514.880
36	0.11667	1056.658	433.453	917.085	1119.315	629.806	570.780	0.000	0.000	0.000	1039.791	656.230	30.041	1013.312	254.771	645.798	0.000	0.000	0.000	975.629	446.524	514.887
37	0.12000	1056.793	433.501	917.079	1119.234	629.907	570.785	0.000	0.000	0.000	1039.673	656.105	30.032	1013.422	254.684	645.396	0.000	0.000	0.000	975.662	446.484	514.890
38	0.12333	1056.927	433.539	917.070	1119.152	630.004	570.795	0.000	0.000	0.000	1039.515	655.935	29.893	1013.664	254.595	645.251	0.000	0.000	0.000	975.720	446.424	514.877
39	0.12667	1057.061	433.558	917.063	1119.050	630.094	570.790	0.000	0.000	0.000	1039.370	655.842	29.814	1013.982	254.487	645.251	0.000	0.000	0.000	975.757	446.337	514.918
40	0.13000	1057.183	433.587	917.052	1118.948	630.178	570.792	0.000	0.000	0.000	1039.210	655.687	29.699	1014.259	254.403	645.176	0.000	0.000	0.000	975.841	446.251	514.910
41	0.13333	1057.295	433.606	917.028	1118.855	630.256	570.761	0.000	0.000	0.000	1039.011	655.769	29.763	1014.537	254.295	645.073	0.000	0.000	0.000	975.898	446.189	514.902
42	0.13667	1057.423	433.631	917.029	1118.764	630.335	570.779	0.000	0.000	0.000	1038.834	655.844	29.858	1014.804	254.176	644.972	0.000	0.000	0.000	975.957	446.112	514.882
43	0.14000	1057.530	433.655	917.006	1118.670	630.430	570.753	0.000	0.000	0.000	1038.641	655.969	30.149	1015.136	254.057	644.942	0.000	0.000	0.000	976.418	445.714	514.526
44	0.14333	1057.662	433.685	917.010	1118.582	630.481	570.737	0.000	0.000	0.000	1038.509	655.903	30.148	1015.447	253.933	644.910	0.000	0.000	0.000	976.461	445.631	514.604
45	0.14667	1057.790	433.731	916.997	1118.485	630.572	570.677	0.000	0.000	0.000	1038.357	655.835	30.105	1015.757	253.806	644.894	0.000	0.000	0.000	976.559	445.549	514.495
46	0.15000	1057.912	433.742	916.989	1118.392	630.667	570.641	0.000	0.000	0.000	1038.247	655.817	30.114	1016.085	253.688	644.851	0.000	0.000	0.000	976.633	445.485	514.481
47	0.15333	1058.055	433.778	917.001	1118.282	630.747	570.632	0.000	0.000	0.000	1038.102	655.790	30.151	1016.375	253.554	644.788	0.000	0.000	0.000	976.678	445.375	514.539
48	0.15667	1058.190	433.787	917.010	1118.161	630.848	570.629	0.000	0.000	0.000	1037.937	655.715	30.114	1016.799	253.421	644.921	0.000	0.000	0.000	976.765	445.303	514.515
49	0.16000	1058.322	433.814	917.021	1118.048	630.918	570.598	0.000	0.000	0.000	1037.767	655.836	30.201	1017.098	253.289	644.845	0.000	0.000	0.000	976.865	445.145	514.461
50	0.16333	1058.457	433.829	917.020	1117.940	631.012	570.601	0.000	0.000	0.000	1037.582	655.803	30.179	1017.425	253.147	644.825	0.000	0.000	0.000	976.981	444.970	514.565
51	0.16667	1058.581	433.848	917.024	1117.841	631.103	570.594	0.000	0.000	0.000	1037.445	655.658	30.050	1017.904	253.016	644.919	0.000	0.000	0.000	977.058	444.973	514.620
52	0.17000	1058.720	433.862	917.032	1117.746	631.196	570.599	0.000	0.000	0.000	1037.256	655.544	29.960	1018.035	252.850	644.569	0.000	0.000	0.000	977.145	444.873	514.605
53	0.17333	1058.828	433.885	917.032	1117.623	631.259	570.578	0.000	0.000	0.000	1037.112	655.376	29.835	1018.556	252.705	644.811	0.000	0.000	0.000	977.213	444.765	514.610
54	0.17667	1058.952	433.890	917.034	1117.515	631.336	570.571	0.000	0.000	0.000	1036.951	655.373	29.858	1018.654	252.537	644.378	0.000	0.000	0.000	977.308	444.702	514.624
55	0.18000	1059.075	433.911	917.023	1117.423	631.412	570.565	0.000	0.000	0.000	1036.824	655.303	29.782	1019.014	252.392	644.353	0.000	0.000	0.000	977.377	444.592	514.599
56	0.18333	1059.195	433.917	917.017	1117.307	631.483	570.540	0.000	0.000	0.000	1036.681	655.335	29.825	1019.347	252.259	644.208	0.000	0.000	0.000	977.462	444.509	514.574
57	0.18667	1059.310	433.929	917.018	1117.203	631.543	570.492	0.000	0.000	0.000	1036.490	655.326	29.837	1019.698	252.108	644.154	0.000	0.000	0.000	977.581	444.392	514.558
58	0.19000	1059.455	433.953	917.046	1117.084	631.596	570.455	0.000	0.000	0.000	1036.320	655.381	29.886	1020.101	251.945	644.165	0.000	0.000	0.000	977.640	444.315	514.600
59	0.19333	1059.582	433.967	917.049	1116.966	631.700	570.458	0.000	0.000	0.000	1036.111	655.344	29.828	1020.481	251.799	644.115	0.000	0.000	0.000	977.728	444.186	514.549
60	0.19667	1059.720	433.980	917.059	1116.850	631.758	570.425	0.000	0.000	0.000	1035.905	655.307	29.763	1020.871	251.644	644.074	0.000	0.000	0.000	977.817	444.069	514.534
61	0.20000	1059.870	433.997	917.074	1116.737	631.829	570.429	0.000	0.000	0.000	1035.697	655.267	29.700	1021.257	251.473	643.995	0.000	0.000	0.000	977.914	443.934	514.514
62	0.20333	1060.009	434.010	917.093	1116.647	631.910	570.435	0.000	0.000	0.000	1035.502	655.094	29.530	1021.686	251.283	643.961	0.000	0.000	0.000	978.000	443.822	514.516
63	0.20667	1060.143	434.021	917.092	1116.536	631.976	570.420	0.000	0.000	0.000	1035.327	655.008	29.426	1022.106	251.097	643.915	0.000	0.000	0.000	978.077	443.727	514.541
64	0.21000	1060.286	434.019	917.089	1116.437	632.021	570.399	0.000	0.000	0.000	1035.163	654.855	29.342	1022.381	251.224	644.069	0.000	0.000	0.000	978.172	443.581	514.542
65	0.21333	1060.419	434.035	917.099	1116.344	632.091	570.416	0.000	0.000	0.000	1034.986	654.770	29.273	1022.784	251.028	644.018	0.000	0.000	0.000	978.285	443.411	514.597
66	0.21667	1060.544	434.051	917.099	1116.245	632.145	570.414	0.000	0.000	0.000	1034.734	655.271	29.889	1023.204	250.844	643.977	0.000	0.000	0.000	978.351	443.297	514.628
67	0.22000	1060.667	434.050	917.090	1116.151	632.225	570.424	0.000	0.000	0.000	1034.500	655.253	29.891	1023.633	250.592	643.853	0.000	0.000	0.000	978.446	443.193	514.650
68	0.22333	1060.789	434.063	917.096	1116.038	632.297	570.372	0.000	0.000	0.000	1034.253	655.109	29.798	1024.088	250.294	643.603	0.000	0.000	0.000	978.533	443.070	514.660
69	0.22667	1060.918	434.078	917.084	1115.931	632.361	570.352	0.000	0.000	0.000	1034.064	654.909	29.620	1024.567	250.121	643.529	0.000	0.000	0.000	978.598	442.965	514.661
70	0.23000	1061.030	434.086	917.079	1115.826	632.431	570.326	0.000	0.000	0.000	1033.794	654.929	29.685	1025.022	249.896	643.415	0.000	0.000	0.000	978.679	442.854	514.672
71	0.23333	1061.161	434.092	917.079	1115.718	632.522	570.326	0.000	0.000	0.000	1033.574	654.938	29.705	1025.512	249.675	643.323	0.000	0.000	0.000	978.785	442.737	514.730
72	0.23667	1061.287	434.093	917.089	1115.593	632.562	570.270	0.000	0.000	0.000	1033.384	654.937	29.735	1025.998	249.478	643.279	0.000	0.000	0.000	978.859	442.614	514.815
73	0.24000	1061.424	434.092	917.096	1115.469	632.616	570.237	0.000	0.000	0.000	1033.192	654.960	29.727	1026.461	249.273	643.176	0.000	0.000	0.000	978.950	442.439	514.900
74	0.24333	1061.562	434.100	917.106	1115.358	632.649	570.208	0.000	0.000	0.000	1032.982	654.928	29.726	1026.948	249.021	643.047	0.000	0.000	0.000	979.038	442.378	514.795
75	0.24667	1061.696	434.107	917.097	1115.242	632.702	570.202	0.000	0.000	0.000	1032.742	654.901	29.679	1027.388	248.814	642.958	0.000	0.000	0.000	979.170	442.206	514.872
76	0.25000	1061.826	434.116	917.101	1115.133	632.745	570.213	0.000	0.000	0.000	1032.474	654.923	29.679	1027.935	248.660	642.909	0.000	0.000	0.000	979.245	442.061	514.839
77	0.25333	1061.964	434.128	917.108	1115.037	632.786	570.215	0.000	0.000	0.000	1032.229	654.953	29.718	1028.454	248.435	642.800	0.000	0.000	0.000	979.338	441.957	514.877
78	0.25667	1062.096	434.140	917.126	1114.914	632.832	570.215	0.000	0.000	0.000	1031.980	654.999	29.728	1028.941	248.127	642.576	0.000	0.000	0.000	979.434	441.830	514.869
79	0.26000	1062.223	434.151	917.129	1114.815	632.890	570.228	0.000	0.000	0.000	1031.806	654.884	29.643	1029.437	247.939	642.535	0.000	0.000	0.000	979.523	441.713	514.877
80	0.26333	1062.344	434.153	917.134	1114.708	632.946	570.216	0.000	0.000	0.000	1031.621	654.815	29.598	1029.950	247.618	642.319	0.000	0.000	0.000	979.635	441.575	514.859
81	0.26667	1062.467	434.156	917.144	1114.604	632.986	570.200	0.000	0.000	0.000	1031.401	654.704	29.480	1030.446	247.326	642.109	0.000	0.000	0.000	979.741	441.469	514.896
82	0.27000	1062.596	434.164	917.158	1114.497	633.053	570.182	0.000	0.000	0.000	1031.178	654.563	29.416	1030.970	247.084	642.004	0.000	0.000	0.000	979.868	441.302	514.925
83	0.27333	1062.719	434.178	917.179	1114.393	633.106	570.168	0.000	0.000	0.000	1030.872	654.794	29.734	1031.488	246.866	641.901	0.000	0.000	0.000	979.954	441.172	514.976
84	0.27667	1062.845	434.168	917.172	1114.278	633.143	570.169	0.000	0.000	0.000	1030.638	654.761	29.707	1031.964	246.622	641.804	0.000	0.000	0.000	980.064	441.024	515.023
85	0.28000	1062.974	434.152	917.207	1114.180	633.186	570.161	0.000	0.000	0.000	1030.425	654.593	29.521	1032.497	246.390	641.669	0.000	0.000	0.000	980.175	440.884	515.046
86	0.28333	1063.119	434.145	917.231	1114.088	633.237	570.142	0.000	0.000	0.000	1030.231	654.576	29.528	1033.019	246.156	641.554	0.000	0.000	0.000	980.265	440.744	515.098
87	0.28667	1063.267	434.143	917.268	1114.001	633.290	570.153	0.000	0.000	0.000	1029.999	654.828	29.869	1033.617	245.947	641.544	0.000	0.000	0.000	980.325	440.660	515.210
88	0.29000	1063.391	434.117	917.270	1113.888	633.290	570.119	0.000	0.000	0.000	1029.774	654.840	29.901	1034.101	245.698	641.448	0.000	0.000	0.000	980.435	440.553	515.237
89	0.29333	1063.519	434.105	917.290	1113.800	633.337	570.148	0.000	0.000	0.000	1029.563	654.786	29.845	1034.768	245.470	641.342	0.000	0.000	0.000	980.556	440.384	515.307
90	0.29667	1063.640	434.097	917.264	1113.699	633.346	570.129	0.000	0.000	0.000	1029.317	654.836	29.869	1035.349	245.231	641.175	0.000	0.000	0.000	980.656	440.367	515.395
91	0.30000	1063.757	434.085	917.260	1113.603	633.383	570.123	0.000	0.000	0.000	1029.086	654.770	29.756	1035.902	244.977	641.045	0.000	0.000	0.000	980.743	440.261	515.392
92	0.30333	1063.881	434.067	917.287	1113.522	633.424	570.109	0.000	0.000	0.000	1028.851	654.779	29.761	1036.418	244.747	640.911	0.000	0.000	0.000	980.830	440.125	515.512
93	0.30667	1063.999	434.039	917.293	1113.417	633.476	570.104	0.000	0.000	0.000	1028.671	654.926	29.805	1036.936	244.530	640.786	0.000	0.000	0.000	980.956	439.966	515.457
94	0.31000	1064.117	434.015	917.288	1113.313	633.484	570.084	0.000	0.000	0.000	1028.469	654.995	29.870	1037.485	244.280	640.638	0.000	0.000	0.000	981.042	439.841	515.433
95	0.31333	1064.243	433.988	917.292	1113.228	633.541	570.076	0.000	0.000	0.000	1028.310	654.962	29.849	1037.920	243.935	640.334	0.000	0.000	0.000	981.134	439.712	515.423
96	0.31667	1064.373	433.951	917.293	1113.132	633.578	570.060	0.000	0.000	0.000	1028.111	655.033	29.901	1038.565	243.685	640.175	0.000	0.000	0.000	981.207	439.611	515.436
97	0.32000	1064.525	433.906	917.316	1113.044	633.623	570.052	0.000	0.000	0.000	1027.928	654.993	29.840	1039.027	243.271	639.787	0.000	0.000	0.000	981.304	439.496	515.451
98	0.32333	1064.691	433.857	917.348	1112.942	633.662	570.050	0.000	0.000	0.000	1027.717	654.952	29.771	1039.604	243.036	639.609	0.000	0.000	0.000	981.396	439.367	515.444
99	0.32667	1064.821	433.820	917.329	1112.860	633.685	570.035	0.000	0.000	0.000	1027.497	655.013	29.757	1040.220	242.934	639.628	0.000	0.000	0.000	981.485	439.219	515.394
100	0.33000	1064.968	433.769	917.328	1112.777	633.717	570.047	0.000	0.000	0.000	1027.328	655.052	29.747	1040.628	242.537	639.265	0.000	0.000	0.000	981.573	439.060	515.464
101	0.33333	1065.101	433.740	917.318	1112.690	633.750	570.068	0.000	0.000	0.000	1027.140	655.101	29.858	1041.133	242.320	639.156	0.000	0.000	0.000	981.660	438.947	515.500
102	0.33667	1065.245	433.701	917.340	1112.592	633.785	570.072	0.000	0.000	0.000	1026.958	655.103	29.856	1041.653	241.980	638.872	0.000	0.000	0.000	981.728	438.828	515.545
103	0.34000	1065.398	433.656	917.331	1112.492	633.804	570.069	0.000	0.000	0.000	1026.837	655.193	29.942	1042.276	241.842	638.837	0.000	0.000	0.000	981.816	438.731	515.573
104	0.34333	1065.539	433.599	917.341	1112.412	633.846	570.093	0.000	0.000	0.000	1026.697	655.252	30.020	1042.796	241.612	638.680	0.000	0.000	0.000	981.901	438.643	515.637
105	0.34667	1065.689	433.561	917.335	1112.299	633.851	570.088	0.000	0.000	0.000	1026.579	655.257	29.814	1043.367	241.304	638.422	0.000	0.000	0.000	981.970	438.517	515.678
106	0.35000	1065.870	433.502	917.347	1112.204	633.870	570.100	0.000	0.000	0.000	1026.429	655.192	29.774	1043.922	241.073	638.266	0.000	0.000	0.000	982.030	438.410	515.708
107	0.35333	1066.046	433.450	917.362	1112.107	633.900	570.081	0.000	0.000	0.000	1026.240	655.535	30.145	1044.476	240.864	638.113	0.000	0.000	0.000	982.123	438.264	515.746
108	0.35667	1066.220	433.395	917.361	1112.014	633.941	570.102	0.000	0.000	0.000	1026.083	655.691	30.258	1044.972	240.644	637.984	0.000	0.000	0.000	982.214	438.199	515.792
109	0.36000	1066.396	433.348	917.383	1111.903	633.962	570.084	0.000	0.000	0.000	1025.910	655.759	30.299	1045.501	240.414	637.789	0.000	0.000	0.000	982.307	438.048	515.760
110	0.36333	1066.575	433.297	917.399	1111.802	633.995	570.091	0.000	0.000	0.000	1025.754	655.712	30.264	1046.026	240.145	637.564	0.000	0.000	0.000	982.374	437.926	515.771
111	0.36667	1066.742	433.255	917.391	1111.694	633.996	570.062	0.000	0.000	0.000	1025.647	655.735	30.302	1046.562	239.899	637.424	0.000	0.000	0.000	982.464	437.821	515.783
112	0.37000	1066.907	433.201	917.401	1111.611	634.056	570.100	0.000	0.000	0.000	1025.519	655.636	30.221	1047.092	239.630	637.203	0.000	0.000	0.000	982.504	437.674	515.753
113	0.37333	1067.080	433.152	917.398	1111.498	634.064	570.096	0.000	0.000	0.000	1025.407	655.711	30.303	1047.639	239.377	636.986	0.000	0.000	0.000	982.602	437.541	515.716
114	0.37667	1067.279	433.087	917.410	1111.415	634.086	570.124	0.000	0.000	0.000	1025.296	655.734	30.335	1048.167	239.176	636.845	0.000	0.000	0.000	982.659	437.432	515.752
115	0.38000	1067.480	433.032	917.469	1111.319	634.108	570.135	0.000	0.000	0.000	1025.195	655.696	30.304	1048.645	238.933	636.654	0.000	0.000	0.000	982.746	437.246	515.825
116	0.38333	1067.676	432.967	917.478	1111.218	634.114	570.139	0.000	0.000	0.000	1025.096	655.803	30.409	1049.157	238.716	636.511	0.000	0.000	0.000	982.795	437.098	515.811
117	0.38667	1067.854	432.919	917.465	1111.133	634.139	570.155	0.000	0.000	0.000	1025.017	655.815	30.391	1049.681	238.528	636.377	0.000	0.000	0.000	982.878	436.980	515.673
118	0.39000	1068.027	432.862	917.485	1111.042	634.136	570.167	0.000	0.000	0.000	1024.934	655.828	30.380	1050.200	238.243	636.129	0.000	0.000	0.000	982.920	436.820	515.768
119	0.39333	1068.198	432.808	917.487	1110.936	634.147	570.176	0.000	0.000	0.000	1024.852	655.833	30.387	1050.703	238.024	635.959	0.000	0.000	0.000	982.980	436.723	515.779
120	0.39667	1068.365	432.755	917.488	1110.818	634.128	570.161	0.000	0.000	0.000	1024.776	655.800	30.368	1051.231	237.812	635.812	0.000	0.000	0.000	983.022	436.607	515.780
121	0.40000	1068.562	432.707	917.518	1110.715	634.147	570.190	0.000	0.000	0.000	1024.714	655.846	30.406	1051.799	237.528	635.548	0.000	0.000	0.000	983.084	436.502	515.784
122	0.40333	1068.751	432.637	917.530	1110.609	634.169	570.217	0.000	0.000	0.000	1024.640	655.829	30.347	1052.328	237.260	635.393	0.000	0.000	0.000	983.143	436.319	515.902
123	0.40667	1068.935	432.577	917.526	1110.496	634.164	570.253	0.000	0.000	0.000	1024.539	655.788	30.313	1052.902	237.086	635.301	0.000	0.000	0.000	983.201	436.193	515.906
124	0.41000	1069.127	432.513	917.534	1110.374	634.188	570.243	0.000	0.000	0.000	1024.482	655.810	30.276	1053.380	236.889	635.186	0.000	0.000	0.000	983.267	436.051	515.925
125	0.41333	1069.285	432.453	917.522	1110.260	634.164	570.260	0.000	0.000	0.000	1024.400	655.839	30.257	1053.881	236.653	635.017	0.000	0.000	0.000	983.309	435.926	515.932
126	0.41667	1069.474	432.403	917.552	1110.149	634.154	570.287	0.000	0.000	0.000	1024.317	655.875	30.274	1054.363	236.418	634.827	0.000	0.000	0.000	983.349	435.800	515.919
127	0.42000	1069.624	432.347	917.544	1110.052	634.167	570.307	0.000	0.000	0.000	1024.261	655.879	30.249	1054.898	236.196	634.727	0.000	0.000	0.000	983.392	435.650	515.920
128	0.42333	1069.796	432.285	917.547	1109.918	634.161	570.289	0.000	0.000	0.000	1024.206	655.931	30.227	1055.406	235.923	634.536	0.000	0.000	0.000	983.439	435.504	515.891
129	0.42667	1069.964	432.212	917.554	1109.821	634.163	570.286	0.000	0.000	0.000	1024.173	655.962	30.210	1055.898	235.641	634.327	0.000	0.000	0.000	983.509	435.332	515.886
130	0.43000	1070.153	432.140	917.584	1109.710	634.151	570.272	0.000	0.000	0.000	1024.121	655.958	30.231	1056.417	235.514	634.352	0.000	0.000	0.000	983.375	435.210	515.893
131	0.43333	1070.329	432.055	917.597	1109.577	634.043	570.240	0.000	0.000	0.000	1024.075	655.916	30.163	1056.914	235.330	634.259	0.000	0.000	0.000	983.446	435.029	515.874
132	0.43667	1070.497	431.982	917.585	1109.460	634.004	570.233	0.000	0.000	0.000	1024.035	655.904	30.096	1057.410	235.093	634.108	0.000	0.000	0.000	983.516	434.900	515.884
133	0.44000	1070.653	431.910	917.572	1109.315	633.952	570.202	0.000	0.000	0.000	1023.994	655.820	30.031	1057.907	234.825	633.960	0.000	0.000	0.000	983.547	434.742	515.878
134	0.44333	1070.815	431.845	917.578	1109.210	633.891	570.192	0.000	0.000	0.000	1023.983	655.901	30.086	1058.405	234.647	633.876	0.000	0.000	0.000	983.589	434.604	515.879
135	0.44667	1070.959	431.777	917.567	1109.071	633.852	570.157	0.000	0.000	0.000	1023.949	655.969	30.049	1058.878	234.347	633.620	0.000	0.000	0.000	983.661	434.470	515.849
136	0.45000	1071.122	431.695	917.571	1108.935	633.815	570.163	0.000	0.000	0.000	1023.921	655.996	30.051	1059.353	234.225	633.584	0.000	0.000	0.000	983.684	434.307	515.844
137	0.45333	1071.277	431.611	917.570	1108.800	633.779	570.178	0.000	0.000	0.000	1023.891	656.002	30.032	1059.845	233.985	633.422	0.000	0.000	0.000	983.733	434.178	515.830
138	0.45667	1071.445	431.540	917.583	1108.683	633.755	570.194	0.000	0.000	0.000	1023.886	656.038	30.024	1060.337	233.594	632.992	0.000	0.000	0.000	983.794	434.020	515.824
139	0.46000	1071.611	431.460	917.592	1108.573	633.733	570.204	0.000	0.000	0.000	1023.865	656.011	29.984	1060.851	233.361	632.830	0.000	0.000	0.000	983.840	433.864	515.787
