NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 11:55:53	607813.15539173
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1039.222	406.129	931.367	1172.456	588.607	572.775	0.000	0.000	0.000	1010.490	668.756	79.479	1000.385	226.972	629.494	779.551	217.206	463.063	539.249	363.877	521.273	990.938	438.785	516.380
2	0.00333	1039.184	405.956	931.338	1172.341	588.735	572.804	0.000	0.000	0.000	1010.248	668.744	79.387	1000.791	226.837	629.479	780.019	216.689	462.992	540.097	363.230	522.877	991.011	438.643	516.333
3	0.00667	1039.169	405.835	931.342	1172.206	588.860	572.773	0.000	0.000	0.000	1009.987	668.636	79.491	1001.226	226.670	629.426	780.516	216.201	462.884	540.954	362.533	524.375	991.062	438.517	516.360
4	0.01000	1039.156	405.703	931.330	1172.074	588.990	572.778	0.000	0.000	0.000	1009.735	668.627	79.588	1001.696	226.494	629.434	781.050	215.665	462.731	541.852	361.916	525.936	991.121	438.398	516.367
5	0.01333	1039.124	405.583	931.316	1171.935	589.137	572.815	0.000	0.000	0.000	1009.430	668.666	79.696	1002.111	226.322	629.310	781.616	215.063	462.597	542.833	361.236	527.539	991.211	438.295	516.409
6	0.01667	1039.093	405.462	931.299	1171.793	589.279	572.824	0.000	0.000	0.000	1009.084	668.522	79.676	1002.548	226.136	629.250	782.144	214.498	462.366	543.883	360.520	529.206	991.256	438.181	516.420
7	0.02000	1039.053	405.337	931.295	1171.647	589.431	572.839	0.000	0.000	0.000	1008.745	668.336	79.595	1003.084	225.899	629.283	782.756	213.899	462.157	545.071	359.776	531.083	991.321	438.039	516.446
8	0.02333	1038.563	405.484	930.835	1171.035	589.546	572.400	0.000	0.000	0.000	1007.718	667.075	78.559	1003.120	226.026	628.766	782.796	213.795	461.397	546.005	359.273	532.789	990.536	438.219	516.143
9	0.02667	1038.594	405.451	930.936	1170.742	589.669	572.174	0.000	0.000	0.000	1007.623	667.502	78.837	1003.667	225.683	628.963	783.533	213.232	461.239	547.448	358.540	534.830	990.637	438.239	515.912
10	0.03000	1038.544	405.359	930.902	1170.542	589.806	572.131	0.000	0.000	0.000	1007.300	667.399	78.842	1004.147	225.451	628.897	784.221	212.514	460.896	548.884	357.654	536.920	990.620	438.126	515.952
11	0.03333	1038.696	404.953	931.142	1170.645	589.897	572.721	0.000	0.000	0.000	1006.932	667.192	78.900	1004.787	225.266	628.797	785.323	211.378	460.910	550.373	356.473	538.914	991.385	437.213	516.536
12	0.03667	1038.656	404.852	931.128	1170.409	589.994	572.664	0.000	0.000	0.000	1006.616	667.160	78.978	1005.305	225.038	628.749	786.085	210.522	460.530	551.894	355.528	540.987	991.433	437.034	516.541
13	0.04000	1038.601	404.751	931.103	1170.179	590.121	572.641	0.000	0.000	0.000	1006.311	667.179	79.092	1006.091	224.639	628.768	786.864	209.763	460.087	553.508	354.533	543.031	991.484	436.847	516.563
14	0.04333	1038.535	404.648	931.065	1169.976	590.311	572.645	0.000	0.000	0.000	1006.012	667.062	79.016	1006.723	224.319	628.781	787.663	208.901	459.662	555.227	353.481	545.226	991.521	436.692	516.595
15	0.04667	1038.487	404.554	931.045	1169.735	590.466	572.601	0.000	0.000	0.000	1005.696	666.950	78.988	1007.329	224.050	628.757	788.476	208.026	459.169	557.045	352.408	547.443	991.535	436.471	516.665
16	0.05000	1038.441	404.473	931.030	1169.481	590.628	572.600	0.000	0.000	0.000	1005.350	666.770	78.814	1008.085	223.259	629.012	789.353	207.165	458.674	558.941	351.240	549.721	991.554	436.264	516.717
17	0.05333	1038.380	404.406	930.989	1169.249	590.808	572.600	0.000	0.000	0.000	1004.996	666.644	78.705	1008.610	223.057	628.870	790.231	206.244	458.143	560.860	350.264	551.824	991.571	436.084	516.769
18	0.05667	1038.328	404.341	930.969	1168.997	590.992	572.603	0.000	0.000	0.000	1004.676	666.593	78.783	1009.166	222.867	628.796	791.166	205.312	457.603	562.927	349.005	554.125	991.599	435.874	516.803
19	0.06000	1038.281	404.298	930.946	1168.698	591.143	572.553	0.000	0.000	0.000	1004.402	666.603	78.848	1009.710	222.695	628.667	792.161	204.355	457.084	565.035	347.770	556.421	991.646	435.645	516.821
20	0.06333	1038.223	404.263	930.906	1168.383	591.350	572.522	0.000	0.000	0.000	1004.102	666.557	78.844	1010.282	222.533	628.559	793.189	203.353	456.532	567.196	346.463	558.693	991.694	435.440	516.862
21	0.06667	1038.174	404.242	930.877	1168.099	591.559	572.530	0.000	0.000	0.000	1003.757	666.416	78.718	1010.859	222.364	628.388	794.228	202.369	455.904	569.410	345.137	560.929	991.704	435.249	516.963
22	0.07000	1038.124	404.199	930.838	1167.820	591.761	572.531	0.000	0.000	0.000	1003.416	666.186	78.530	1011.448	222.219	628.264	795.331	201.304	455.388	571.770	343.700	563.262	991.717	434.995	517.018
23	0.07333	1038.066	404.181	930.816	1167.503	591.988	572.518	0.000	0.000	0.000	1003.142	666.031	78.307	1012.144	222.036	628.272	796.438	200.245	454.787	574.121	342.348	565.518	991.755	434.803	517.043
