NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:06:49	608468.68411701
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1024.758	431.276	914.984	1161.463	610.360	553.807	0.000	0.000	0.000	1037.177	661.304	24.210	1019.482	247.327	631.024	802.147	225.953	470.254	538.011	363.152	509.430	1002.357	441.496	501.890
2	0.00333	1024.748	431.256	915.007	1161.418	610.431	553.829	0.000	0.000	0.000	1037.058	661.264	24.133	1019.420	247.128	630.853	802.272	225.768	470.207	538.185	362.894	509.880	1002.329	441.411	501.996
3	0.00667	1024.747	431.251	914.985	1161.379	610.487	553.853	0.000	0.000	0.000	1036.963	661.164	24.072	1019.553	247.103	630.845	802.402	225.564	470.157	538.396	362.627	510.389	1002.328	441.405	501.997
4	0.01000	1024.757	431.220	914.976	1161.324	610.538	553.853	0.000	0.000	0.000	1036.836	661.077	23.941	1019.638	247.073	630.841	802.538	225.359	470.089	538.677	362.405	511.064	1002.326	441.418	502.006
5	0.01333	1024.739	431.220	914.968	1161.279	610.595	553.876	0.000	0.000	0.000	1036.746	661.091	23.934	1019.715	247.019	630.814	802.678	225.139	469.980	538.928	362.114	511.695	1002.360	441.407	501.994
6	0.01667	1024.739	431.202	914.959	1161.191	610.642	553.861	1172.476	657.021	246.549	1036.607	661.005	23.902	1019.857	246.993	630.832	802.831	224.940	469.909	539.215	361.825	512.309	1002.118	441.689	502.249
7	0.02000	1024.747	431.189	914.962	1161.147	610.723	553.912	1172.384	657.084	246.524	1036.455	661.039	24.021	1019.976	246.967	630.782	802.989	224.699	469.821	539.499	361.471	513.002	1002.126	441.680	502.240
8	0.02333	1024.273	431.354	914.523	1160.536	610.616	553.434	1172.274	657.116	246.550	1035.491	659.982	23.077	1019.653	247.086	630.354	802.687	224.875	469.363	539.433	361.331	513.495	1001.075	442.233	501.843
9	0.02667	1024.696	431.089	914.953	1160.493	610.255	553.261	1172.132	657.158	246.552	1035.483	660.319	23.389	1020.051	247.002	630.573	802.976	224.582	469.422	539.986	360.834	514.488	1000.664	442.364	501.785
10	0.03000	1024.681	431.077	914.933	1160.444	610.376	553.326	1171.965	657.210	246.537	1035.364	660.318	23.432	1020.185	246.936	630.501	803.216	224.264	469.391	540.379	360.446	515.304	1000.677	442.366	501.796
