NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	7
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:27:40	609719.33301372
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1037.663	430.629	919.914	1188.019	618.250	572.149	0.000	0.000	0.000	1068.365	653.982	38.512	1011.359	265.329	629.478	0.000	0.000	0.000	0.000	0.000	0.000
2	0.00333	1037.652	430.590	919.879	1187.942	618.329	572.142	0.000	0.000	0.000	1068.058	654.096	38.849	1011.536	265.371	629.419	0.000	0.000	0.000	0.000	0.000	0.000
3	0.00667	1037.658	430.598	919.906	1187.873	618.433	572.129	0.000	0.000	0.000	1067.812	653.989	38.815	1010.984	265.234	628.220	0.000	0.000	0.000	0.000	0.000	0.000
4	0.01000	1037.671	430.616	919.917	1187.798	618.556	572.119	0.000	0.000	0.000	1067.550	654.097	38.974	1011.102	265.208	628.248	0.000	0.000	0.000	0.000	0.000	0.000
5	0.01333	1037.680	430.637	919.932	1187.705	618.643	572.099	0.000	0.000	0.000	1067.303	653.912	38.698	1011.212	265.182	628.236	0.000	0.000	0.000	0.000	0.000	0.000
6	0.01667	1037.690	430.650	919.954	1187.621	618.745	572.085	0.000	0.000	0.000	1067.029	653.902	38.609	1011.015	265.080	628.073	0.000	0.000	0.000	0.000	0.000	0.000
7	0.02000	1037.704	430.673	919.961	1187.502	618.839	572.021	0.000	0.000	0.000	1066.758	653.817	38.551	1011.130	265.060	628.040	0.000	0.000	0.000	0.000	0.000	0.000
8	0.02333	1037.235	430.867	919.631	1186.900	618.733	571.508	0.000	0.000	0.000	1065.669	652.911	37.816	1010.860	265.063	627.380	0.000	0.000	0.000	0.000	0.000	0.000
9	0.02667	1037.309	430.433	919.896	1186.977	618.439	571.814	0.000	0.000	0.000	1065.672	653.348	38.405	1010.703	265.134	627.904	0.000	0.000	0.000	0.000	0.000	0.000
10	0.03000	1037.594	430.822	920.013	1186.981	618.918	571.998	0.000	0.000	0.000	1065.366	653.444	38.483	1011.394	265.067	628.520	0.000	0.000	0.000	0.000	0.000	0.000
11	0.03333	1037.594	430.841	920.002	1186.831	619.004	571.987	0.000	0.000	0.000	1065.081	653.364	38.390	1011.545	265.002	628.508	0.000	0.000	0.000	0.000	0.000	0.000
12	0.03667	1037.613	430.915	920.042	1186.708	619.105	571.952	0.000	0.000	0.000	1064.763	653.350	38.130	1011.685	264.904	628.475	0.000	0.000	0.000	0.000	0.000	0.000
13	0.04000	1037.642	430.964	920.065	1186.564	619.207	571.923	0.000	0.000	0.000	1064.443	653.320	38.079	1011.895	264.780	628.577	0.000	0.000	0.000	0.000	0.000	0.000
14	0.04333	1037.636	431.026	920.071	1186.418	619.328	571.881	0.000	0.000	0.000	1064.183	653.383	38.190	1012.078	264.648	628.598	0.000	0.000	0.000	0.000	0.000	0.000
15	0.04667	1037.661	431.089	920.100	1186.239	619.455	571.836	0.000	0.000	0.000	1063.935	653.374	38.237	1012.232	264.551	628.551	0.000	0.000	0.000	0.000	0.000	0.000
16	0.05000	1037.677	431.153	920.120	1186.067	619.580	571.807	0.000	0.000	0.000	1063.714	653.377	38.285	1012.239	264.442	628.203	0.000	0.000	0.000	0.000	0.000	0.000
17	0.05333	1037.688	431.225	920.132	1185.895	619.672	571.783	0.000	0.000	0.000	1063.439	653.409	38.337	1012.579	264.358	628.461	0.000	0.000	0.000	0.000	0.000	0.000
18	0.05667	1037.695	431.302	920.151	1185.703	619.790	571.770	0.000	0.000	0.000	1063.126	653.511	38.407	1012.783	264.234	628.502	0.000	0.000	0.000	0.000	0.000	0.000
19	0.06000	1037.724	431.385	920.171	1185.501	619.934	571.755	0.000	0.000	0.000	1062.891	652.947	37.714	1012.944	264.098	628.424	0.000	0.000	0.000	0.000	0.000	0.000
20	0.06333	1037.722	431.459	920.181	1185.262	620.068	571.712	0.000	0.000	0.000	1062.535	653.309	38.148	1013.165	263.964	628.450	0.000	0.000	0.000	0.000	0.000	0.000
21	0.06667	1037.735	431.537	920.202	1185.070	620.220	571.676	0.000	0.000	0.000	1062.280	653.471	38.075	1013.345	263.791	628.369	0.000	0.000	0.000	0.000	0.000	0.000
22	0.07000	1037.730	431.623	920.229	1184.847	620.362	571.610	0.000	0.000	0.000	1062.062	653.391	38.042	1013.542	263.644	628.287	0.000	0.000	0.000	0.000	0.000	0.000
23	0.07333	1037.744	431.712	920.227	1184.634	620.506	571.622	0.000	0.000	0.000	1061.783	653.450	38.165	1013.806	263.490	628.298	0.000	0.000	0.000	0.000	0.000	0.000
24	0.07667	1037.734	431.794	920.232	1184.422	620.661	571.598	0.000	0.000	0.000	1061.646	652.855	37.576	1014.050	263.313	628.255	0.000	0.000	0.000	0.000	0.000	0.000
25	0.08000	1037.748	431.900	920.250	1184.190	620.843	571.547	0.000	0.000	0.000	1061.318	653.044	37.564	1014.289	263.135	628.189	0.000	0.000	0.000	0.000	0.000	0.000
26	0.08333	1037.746	431.982	920.257	1183.947	620.991	571.536	0.000	0.000	0.000	1061.059	653.002	37.527	1014.539	262.939	628.137	0.000	0.000	0.000	0.000	0.000	0.000
27	0.08667	1037.739	432.072	920.271	1183.706	621.124	571.511	0.000	0.000	0.000	1060.788	653.120	37.783	1014.768	262.736	627.986	0.000	0.000	0.000	0.000	0.000	0.000
28	0.09000	1037.729	432.162	920.267	1183.447	621.197	571.474	0.000	0.000	0.000	1060.537	653.406	38.128	1015.031	262.503	627.863	0.000	0.000	0.000	0.000	0.000	0.000
29	0.09333	1037.725	432.256	920.271	1183.159	621.327	571.416	0.000	0.000	0.000	1060.297	653.419	38.109	1015.342	262.272	627.840	0.000	0.000	0.000	0.000	0.000	0.000
30	0.09667	1037.708	432.329	920.269	1182.871	621.502	571.398	0.000	0.000	0.000	1060.070	653.462	38.025	1015.648	262.055	627.737	0.000	0.000	0.000	0.000	0.000	0.000
31	0.10000	1037.703	432.418	920.268	1182.606	621.649	571.356	0.000	0.000	0.000	1059.794	653.289	37.878	1016.041	261.832	627.775	0.000	0.000	0.000	0.000	0.000	0.000
32	0.10333	1037.692	432.516	920.272	1182.336	621.768	571.348	0.000	0.000	0.000	1059.524	653.411	37.685	1016.181	261.570	627.466	0.000	0.000	0.000	0.000	0.000	0.000
33	0.10667	1037.685	432.607	920.283	1182.066	621.924	571.335	0.000	0.000	0.000	1059.300	653.389	37.589	1016.109	261.123	627.404	0.000	0.000	0.000	0.000	0.000	0.000
34	0.11000	1037.659	432.691	920.286	1181.698	622.067	571.239	0.000	0.000	0.000	1059.069	653.353	37.565	1016.999	261.589	628.042	0.000	0.000	0.000	0.000	0.000	0.000
35	0.11333	1037.654	432.788	920.291	1181.391	622.223	571.174	0.000	0.000	0.000	1058.832	653.337	37.570	1017.460	261.437	628.185	0.000	0.000	0.000	0.000	0.000	0.000
36	0.11667	1037.626	432.868	920.291	1181.117	622.385	571.173	0.000	0.000	0.000	1058.631	653.330	37.538	1017.605	260.998	627.909	0.000	0.000	0.000	0.000	0.000	0.000
37	0.12000	1037.618	432.960	920.294	1180.807	622.490	571.131	0.000	0.000	0.000	1058.393	653.265	37.459	1018.024	260.797	627.917	0.000	0.000	0.000	0.000	0.000	0.000
38	0.12333	1037.588	433.039	920.290	1180.474	622.687	571.102	0.000	0.000	0.000	1058.113	653.180	37.313	1018.412	260.584	627.918	0.000	0.000	0.000	0.000	0.000	0.000
39	0.12667	1037.575	433.122	920.289	1180.147	622.860	571.072	0.000	0.000	0.000	1057.812	653.312	37.507	1018.777	260.309	627.848	0.000	0.000	0.000	0.000	0.000	0.000
40	0.13000	1037.563	433.203	920.285	1179.827	623.009	571.062	0.000	0.000	0.000	1057.604	652.935	36.896	1019.186	260.099	627.865	0.000	0.000	0.000	0.000	0.000	0.000
41	0.13333	1037.546	433.283	920.282	1179.494	623.197	571.056	0.000	0.000	0.000	1057.369	652.928	36.793	1019.577	259.897	627.858	0.000	0.000	0.000	0.000	0.000	0.000
42	0.13667	1037.522	433.353	920.278	1179.137	623.405	571.009	0.000	0.000	0.000	1057.040	653.456	37.275	1020.413	259.964	628.175	0.000	0.000	0.000	0.000	0.000	0.000
43	0.14000	1037.513	433.413	920.275	1178.813	623.575	571.022	0.000	0.000	0.000	1056.808	653.386	37.252	1020.857	259.723	628.113	0.000	0.000	0.000	0.000	0.000	0.000
44	0.14333	1037.498	433.485	920.281	1178.492	623.739	571.034	0.000	0.000	0.000	1056.544	653.359	37.178	1021.446	259.664	628.317	0.000	0.000	0.000	0.000	0.000	0.000
45	0.14667	1037.478	433.560	920.284	1178.132	623.914	571.022	0.000	0.000	0.000	1056.296	652.868	36.457	1021.393	258.942	627.726	0.000	0.000	0.000	0.000	0.000	0.000
46	0.15000	1037.470	433.632	920.281	1177.760	624.138	570.956	0.000	0.000	0.000	1055.984	653.014	36.385	1021.811	258.717	627.734	0.000	0.000	0.000	0.000	0.000	0.000
47	0.15333	1037.454	433.699	920.291	1177.427	624.283	570.919	0.000	0.000	0.000	1055.662	653.209	36.422	1022.233	258.438	627.682	0.000	0.000	0.000	0.000	0.000	0.000
48	0.15667	1037.442	433.758	920.286	1177.066	624.400	570.893	0.000	0.000	0.000	1055.337	653.644	36.764	1022.661	258.183	627.608	0.000	0.000	0.000	0.000	0.000	0.000
49	0.16000	1037.427	433.821	920.290	1176.656	624.574	570.856	0.000	0.000	0.000	1055.079	653.546	36.729	1023.127	257.921	627.617	0.000	0.000	0.000	0.000	0.000	0.000
50	0.16333	1037.418	433.875	920.284	1176.333	624.735	570.816	0.000	0.000	0.000	1054.873	653.057	36.167	1023.738	257.802	627.830	0.000	0.000	0.000	0.000	0.000	0.000
51	0.16667	1037.397	433.932	920.280	1175.984	624.860	570.811	0.000	0.000	0.000	1054.535	652.912	35.983	1024.008	257.360	627.485	0.000	0.000	0.000	0.000	0.000	0.000
52	0.17000	1037.383	433.977	920.295	1175.593	624.985	570.759	0.000	0.000	0.000	1054.204	653.023	35.950	1024.492	257.091	627.472	0.000	0.000	0.000	0.000	0.000	0.000
53	0.17333	1037.363	434.012	920.282	1175.159	625.157	570.728	0.000	0.000	0.000	1053.897	653.265	36.083	1024.974	256.805	627.417	0.000	0.000	0.000	0.000	0.000	0.000
54	0.17667	1037.357	434.050	920.289	1174.808	625.284	570.728	0.000	0.000	0.000	1053.556	653.671	36.324	1025.864	256.827	627.692	0.000	0.000	0.000	0.000	0.000	0.000
55	0.18000	1037.335	434.094	920.270	1174.469	625.420	570.702	0.000	0.000	0.000	1053.280	653.286	36.186	1025.899	256.203	627.291	0.000	0.000	0.000	0.000	0.000	0.000
56	0.18333	1037.323	434.129	920.261	1174.054	625.555	570.666	0.000	0.000	0.000	1053.018	652.821	35.533	1026.780	256.188	627.470	0.000	0.000	0.000	0.000	0.000	0.000
