NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 11:36:06	606626.05067690
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1007.353	466.057	913.216	1170.468	614.744	560.570	0.000	0.000	0.000	1023.974	671.235	36.944	1012.888	257.241	634.114	799.644	231.300	475.988	536.493	362.955	507.188	1003.048	454.437	503.272
2	0.00333	1007.396	465.870	913.240	1170.363	614.821	560.603	0.000	0.000	0.000	1023.685	671.107	36.967	1013.123	257.285	634.348	799.761	231.294	476.087	536.457	362.792	507.564	1002.632	454.447	504.366
3	0.00667	1007.441	465.716	913.288	1170.230	614.883	560.628	0.000	0.000	0.000	1023.407	670.999	36.969	1013.385	257.389	634.573	799.850	231.322	476.128	536.457	362.608	507.955	1002.604	454.418	504.370
4	0.01000	1007.497	465.558	913.325	1170.104	614.962	560.651	0.000	0.000	0.000	1023.143	670.951	36.954	1013.474	257.363	634.558	799.932	231.336	476.159	536.507	362.424	508.391	1002.550	454.354	504.431
5	0.01333	1007.547	465.408	913.385	1169.982	615.029	560.685	0.000	0.000	0.000	1022.862	670.915	37.031	1013.560	257.326	634.529	800.014	231.359	476.195	536.576	362.184	508.896	1002.525	454.313	504.441
6	0.01667	1007.595	465.243	913.416	1169.849	615.119	560.712	0.000	0.000	0.000	1022.514	670.906	37.026	1013.488	257.178	634.274	800.115	231.359	476.233	536.689	361.947	509.451	1002.482	454.250	504.472
7	0.02000	1007.641	465.086	913.437	1169.726	615.204	560.755	0.000	0.000	0.000	1022.138	670.845	37.025	1013.696	257.193	634.400	800.203	231.346	476.262	536.854	361.744	509.970	1002.486	454.221	504.537
8	0.02333	1007.270	465.111	913.071	1169.096	615.100	560.267	0.000	0.000	0.000	1021.068	669.562	36.052	1013.562	257.284	634.144	799.835	231.809	475.976	536.684	361.723	510.337	1001.672	454.576	504.164
9	0.02667	1007.438	464.778	913.263	1168.975	614.921	559.966	0.000	0.000	0.000	1020.930	669.999	36.449	1013.740	257.043	633.984	799.933	231.885	475.977	537.077	361.408	511.272	1001.602	454.741	503.969
10	0.03000	1007.647	464.662	913.432	1168.845	615.020	559.972	0.000	0.000	0.000	1020.610	669.865	36.568	1014.119	257.065	634.410	800.173	231.853	476.122	537.480	361.196	512.010	1001.587	454.734	504.009
11	0.03333	1007.687	464.512	913.469	1169.028	615.375	560.815	0.000	0.000	0.000	1020.261	669.595	36.388	1014.257	257.049	634.410	800.978	231.200	477.040	537.718	360.930	512.301	1002.273	453.892	504.512
12	0.03667	1007.725	464.366	913.513	1168.884	615.457	560.841	0.000	0.000	0.000	1019.831	669.452	36.263	1014.395	257.003	634.378	801.194	231.045	477.059	538.189	360.656	513.151	1002.255	453.828	504.560
13	0.04000	1007.760	464.209	913.549	1168.741	615.572	560.862	0.000	0.000	0.000	1019.458	669.446	36.313	1014.502	256.949	634.283	801.349	230.911	476.968	538.683	360.504	513.946	1002.236	453.755	504.567
14	0.04333	1007.778	464.051	913.573	1168.599	615.663	560.861	0.000	0.000	0.000	1019.108	669.476	36.403	1014.671	256.906	634.308	801.354	230.558	476.539	539.346	360.231	514.883	1002.216	453.696	504.599
15	0.04667	1007.808	463.902	913.615	1168.466	615.756	560.873	0.000	0.000	0.000	1018.722	669.413	36.476	1015.170	256.906	634.869	801.557	230.303	476.458	539.995	360.038	515.813	1002.182	453.643	504.651
16	0.05000	1007.839	463.746	913.653	1168.334	615.864	560.893	0.000	0.000	0.000	1018.164	669.663	36.888	1015.345	256.844	634.883	801.779	230.040	476.320	540.728	359.794	516.797	1002.150	453.596	504.656
17	0.05333	1007.865	463.608	913.703	1168.179	615.932	560.912	1167.665	664.140	253.582	1017.795	669.452	36.735	1015.496	256.765	634.853	802.087	229.710	476.270	541.534	359.527	517.852	1002.137	453.548	504.697
18	0.05667	1007.899	463.471	913.765	1168.027	616.009	560.910	1167.373	664.234	253.586	1017.464	669.401	36.770	1015.643	256.684	634.759	802.332	229.342	476.096	542.619	359.225	519.283	1002.073	453.478	504.791
19	0.06000	1007.933	463.337	913.807	1167.895	616.138	560.940	1167.136	664.273	253.600	1017.092	669.311	36.821	1015.614	256.561	634.395	802.614	228.864	475.875	543.559	358.908	520.454	1002.047	453.443	504.811
20	0.06333	1007.968	463.202	913.845	1167.745	616.251	560.925	1166.781	664.424	253.662	1016.601	669.159	36.762	1015.832	256.472	634.422	802.927	228.404	475.675	544.539	358.608	521.589	1002.005	453.381	504.860
21	0.06667	1007.989	463.069	913.872	1167.599	616.380	560.937	1166.465	664.514	253.675	1016.120	669.119	36.897	1016.030	256.357	634.419	803.253	227.864	475.457	545.507	358.353	522.627	1001.981	453.340	504.908
22	0.07000	1008.013	462.931	913.900	1167.439	616.495	560.951	1166.183	664.604	253.721	1015.771	669.111	36.935	1016.207	256.252	634.352	803.582	227.285	475.117	546.532	358.067	523.700	1001.932	453.282	504.924
23	0.07333	1008.036	462.799	913.940	1167.270	616.586	560.963	1165.900	664.692	253.770	1015.328	669.238	37.341	1016.410	256.125	634.331	803.883	226.660	474.668	547.640	357.786	524.867	1001.888	453.232	504.970
24	0.07667	1008.066	462.664	913.988	1167.101	616.696	560.988	1165.581	664.778	253.792	1014.888	668.927	37.161	1016.645	256.001	634.302	804.296	226.012	474.347	548.785	357.473	525.970	1001.836	453.183	505.008
25	0.08000	1008.100	462.555	914.056	1166.907	616.763	560.974	1165.279	664.913	253.807	1014.476	668.765	37.223	1016.906	255.862	634.295	804.694	225.289	473.911	550.060	357.131	527.247	1001.794	453.124	505.035
26	0.08333	1008.125	462.444	914.083	1166.707	616.850	560.970	1164.981	665.013	253.854	1014.118	668.581	37.144	1017.139	255.710	634.280	805.155	224.580	473.503	551.398	356.792	528.512	1001.750	453.070	505.073
27	0.08667	1008.149	462.341	914.115	1166.519	616.967	560.920	0.000	0.000	0.000	1013.692	668.498	37.145	1017.409	255.565	634.281	805.565	223.793	472.992	552.777	356.471	529.731	1001.696	452.989	505.109
28	0.09000	1008.177	462.232	914.138	1166.287	617.070	560.883	0.000	0.000	0.000	1013.204	668.705	37.428	1017.592	255.395	634.092	806.057	223.030	472.502	554.222	356.067	531.023	1001.631	452.905	505.121
29	0.09333	1008.207	462.131	914.187	1166.076	617.200	560.892	0.000	0.000	0.000	1012.765	668.715	37.702	1017.837	255.226	634.033	806.569	222.200	472.007	555.728	355.706	532.356	1001.543	452.828	505.170
30	0.09667	1008.232	462.036	914.208	1165.877	617.321	560.906	0.000	0.000	0.000	1012.370	668.766	37.886	1018.112	255.024	634.012	807.037	221.358	471.412	557.300	355.315	533.665	1001.466	452.695	505.252
31	0.10000	1008.233	461.937	914.216	1165.653	617.426	560.897	0.000	0.000	0.000	1012.011	668.403	37.759	1018.289	255.186	634.206	807.585	220.510	470.863	558.942	354.909	535.000	1001.364	452.601	505.444
32	0.10333	1008.271	461.843	914.264	1165.423	617.567	560.889	0.000	0.000	0.000	1011.550	668.297	37.607	1018.551	254.956	634.121	808.189	219.592	470.378	560.580	354.463	536.283	1001.297	452.512	505.475
