NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:42:08	610587.78723421
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1035.008	424.462	918.967	1187.584	599.660	559.589	0.000	0.000	0.000	0.000	0.000	0.000	1010.251	248.364	630.757	0.000	0.000	0.000	539.334	370.768	522.555	1006.183	450.992	503.634
2	0.00333	1034.828	424.255	918.905	1187.514	599.751	559.650	0.000	0.000	0.000	0.000	0.000	0.000	1010.557	248.194	630.759	0.000	0.000	0.000	540.135	370.148	523.800	1006.736	450.893	503.964
3	0.00667	1034.679	424.093	918.884	1187.417	599.850	559.680	0.000	0.000	0.000	0.000	0.000	0.000	1010.849	248.042	630.584	0.000	0.000	0.000	540.786	369.564	525.057	1006.758	450.786	504.036
4	0.01000	1034.526	423.914	918.865	1187.316	599.941	559.709	0.000	0.000	0.000	0.000	0.000	0.000	1011.538	247.843	630.319	0.000	0.000	0.000	541.488	368.959	526.330	1006.744	450.694	504.143
5	0.01333	1034.388	423.740	918.848	1187.188	599.977	559.699	0.000	0.000	0.000	0.000	0.000	0.000	1011.921	247.631	630.221	0.000	0.000	0.000	542.233	368.307	527.654	1006.791	450.588	504.176
6	0.01667	1034.252	423.588	918.841	1187.072	600.103	559.747	0.000	0.000	0.000	0.000	0.000	0.000	1012.320	247.467	630.238	0.000	0.000	0.000	543.025	367.673	529.016	1006.836	450.499	504.194
7	0.02000	1034.098	423.421	918.842	1186.926	600.138	559.732	0.000	0.000	0.000	0.000	0.000	0.000	1013.173	247.443	630.733	0.000	0.000	0.000	543.952	367.060	530.500	1006.863	450.389	504.225
8	0.02333	1033.477	423.439	918.419	1186.250	600.026	559.261	0.000	0.000	0.000	0.000	0.000	0.000	1012.613	247.130	629.515	0.000	0.000	0.000	544.563	366.558	531.871	1006.029	450.651	503.948
9	0.02667	1033.398	422.987	918.525	1186.111	599.838	559.078	0.000	0.000	0.000	0.000	0.000	0.000	1013.477	247.118	630.752	0.000	0.000	0.000	545.612	365.859	533.662	1006.069	450.659	503.717
10	0.03000	1033.519	422.978	918.738	1185.958	599.926	559.079	0.000	0.000	0.000	0.000	0.000	0.000	1013.854	246.905	630.696	0.000	0.000	0.000	546.786	365.194	535.320	1006.071	450.540	503.720
11	0.03333	1033.348	422.847	918.687	1186.047	600.174	559.717	0.000	0.000	0.000	0.000	0.000	0.000	1013.856	246.682	629.947	0.000	0.000	0.000	547.946	364.366	536.748	1006.809	449.647	504.265
12	0.03667	1033.176	422.715	918.658	1185.871	600.270	559.734	0.000	0.000	0.000	0.000	0.000	0.000	1014.036	246.426	629.647	0.000	0.000	0.000	549.137	363.666	538.453	1006.841	449.478	504.284
13	0.04000	1032.987	422.575	918.609	1185.689	600.378	559.757	0.000	0.000	0.000	0.000	0.000	0.000	1014.549	245.729	629.413	0.000	0.000	0.000	550.391	362.853	540.135	1006.893	449.302	504.294
14	0.04333	1032.782	422.443	918.559	1185.509	600.488	559.765	0.000	0.000	0.000	0.000	0.000	0.000	1014.895	245.621	629.446	0.000	0.000	0.000	551.640	362.128	541.881	1006.910	449.175	504.303
15	0.04667	1032.606	422.331	918.518	1185.318	600.627	559.797	0.000	0.000	0.000	0.000	0.000	0.000	1015.268	245.508	629.463	0.000	0.000	0.000	552.966	361.391	543.586	1006.932	449.000	504.344
16	0.05000	1032.411	422.207	918.465	1185.130	600.747	559.841	0.000	0.000	0.000	0.000	0.000	0.000	1015.595	245.276	629.423	0.000	0.000	0.000	554.355	360.590	545.299	1006.965	448.818	504.391
17	0.05333	1032.227	422.116	918.435	1184.930	600.863	559.880	0.000	0.000	0.000	0.000	0.000	0.000	1016.000	245.139	629.396	0.000	0.000	0.000	555.813	359.826	547.137	1006.948	448.642	504.400
18	0.05667	1032.058	421.992	918.427	1184.732	601.000	559.894	0.000	0.000	0.000	0.000	0.000	0.000	1016.386	244.953	629.374	0.000	0.000	0.000	557.316	359.032	548.919	1006.955	448.488	504.438
19	0.06000	1031.874	421.898	918.391	1184.500	601.153	559.986	0.000	0.000	0.000	0.000	0.000	0.000	1016.769	244.785	629.341	0.000	0.000	0.000	558.852	358.221	550.667	1006.968	448.259	504.472
20	0.06333	1031.694	421.807	918.360	1184.262	601.352	560.090	0.000	0.000	0.000	0.000	0.000	0.000	1017.005	244.294	629.124	0.000	0.000	0.000	560.433	357.379	552.544	1006.982	448.062	504.492
21	0.06667	1031.504	421.710	918.320	1184.055	601.477	560.166	0.000	0.000	0.000	0.000	0.000	0.000	1017.413	244.023	629.056	0.000	0.000	0.000	562.047	356.484	554.358	1007.021	447.876	504.541
22	0.07000	1031.291	421.617	918.253	1183.830	601.618	560.240	0.000	0.000	0.000	0.000	0.000	0.000	1017.954	243.865	629.123	0.000	0.000	0.000	563.648	355.656	556.166	1006.955	447.685	504.698
23	0.07333	1031.085	421.520	918.206	1183.593	601.805	560.362	0.000	0.000	0.000	0.000	0.000	0.000	1019.233	244.440	629.773	0.000	0.000	0.000	565.326	354.760	557.963	1006.957	447.495	504.723
24	0.07667	1030.875	421.419	918.148	1183.328	601.980	560.458	0.000	0.000	0.000	0.000	0.000	0.000	1019.121	243.618	629.021	0.000	0.000	0.000	567.045	353.830	559.829	1006.921	447.300	504.788
25	0.08000	1030.677	421.336	918.096	1183.055	602.147	560.547	0.000	0.000	0.000	0.000	0.000	0.000	1020.252	243.832	629.622	0.000	0.000	0.000	568.809	352.879	561.607	1006.927	447.072	504.830
26	0.08333	1030.494	421.252	918.058	1182.850	602.308	560.613	0.000	0.000	0.000	0.000	0.000	0.000	1020.307	243.062	629.082	0.000	0.000	0.000	570.617	352.007	563.393	1006.935	446.820	504.760
27	0.08667	1030.316	421.166	918.024	1182.608	602.452	560.708	0.000	0.000	0.000	0.000	0.000	0.000	1020.840	242.789	629.051	0.000	0.000	0.000	572.477	351.007	565.183	1006.979	446.607	504.744
28	0.09000	1030.125	421.075	917.976	1182.312	602.648	560.862	0.000	0.000	0.000	0.000	0.000	0.000	1021.412	242.515	629.051	0.000	0.000	0.000	574.363	349.996	566.980	1007.027	446.414	504.801
29	0.09333	1029.947	420.986	917.953	1182.007	602.823	560.912	0.000	0.000	0.000	0.000	0.000	0.000	1021.943	242.204	628.960	0.000	0.000	0.000	576.323	348.925	568.724	1007.055	446.121	504.843
30	0.09667	1029.762	420.878	917.912	1181.740	602.959	560.992	0.000	0.000	0.000	0.000	0.000	0.000	1022.626	242.036	629.120	0.000	0.000	0.000	578.302	347.865	570.566	1007.100	445.890	504.808
31	0.10000	1029.585	420.800	917.895	1181.466	603.122	561.075	0.000	0.000	0.000	0.000	0.000	0.000	1023.169	241.734	629.150	0.000	0.000	0.000	580.295	346.807	572.242	1007.120	445.631	504.780
32	0.10333	1029.401	420.719	917.845	1181.173	603.318	561.128	0.000	0.000	0.000	0.000	0.000	0.000	1024.018	241.757	629.494	0.000	0.000	0.000	582.382	345.627	574.039	1007.155	445.414	504.783
33	0.10667	1029.214	420.616	917.781	1180.877	603.538	561.203	0.000	0.000	0.000	0.000	0.000	0.000	1024.457	241.435	629.430	0.000	0.000	0.000	584.494	344.512	575.753	1007.170	445.145	504.755
34	0.11000	1029.014	420.516	917.738	1180.595	603.678	561.280	0.000	0.000	0.000	0.000	0.000	0.000	1024.996	241.141	629.426	0.000	0.000	0.000	586.604	343.329	577.379	1007.206	444.887	504.743
35	0.11333	1028.811	420.396	917.683	1180.311	603.841	561.346	0.000	0.000	0.000	0.000	0.000	0.000	1025.341	240.677	629.210	0.000	0.000	0.000	588.791	342.074	579.126	1007.209	444.656	504.736
36	0.11667	1028.635	420.276	917.636	1179.977	604.026	561.468	0.000	0.000	0.000	0.000	0.000	0.000	1026.227	240.719	629.641	0.000	0.000	0.000	590.989	340.931	580.685	1007.230	444.419	504.732
37	0.12000	1028.426	420.151	917.577	1179.618	604.210	561.596	0.000	0.000	0.000	0.000	0.000	0.000	1026.516	240.224	629.304	0.000	0.000	0.000	593.245	339.648	582.348	1007.245	444.175	504.738
38	0.12333	1028.244	420.024	917.517	1179.330	604.389	561.720	0.000	0.000	0.000	0.000	0.000	0.000	1027.051	239.928	629.309	0.000	0.000	0.000	595.565	338.320	583.955	1007.191	443.982	504.829
39	0.12667	1028.085	419.907	917.511	1179.031	604.547	561.799	0.000	0.000	0.000	0.000	0.000	0.000	1027.560	239.634	629.266	0.000	0.000	0.000	597.859	337.021	585.484	1007.185	443.735	504.864
40	0.13000	1027.912	419.769	917.478	1178.697	604.733	561.944	0.000	0.000	0.000	0.000	0.000	0.000	1028.117	239.357	629.248	0.000	0.000	0.000	600.220	335.684	587.075	1007.160	443.435	504.956
41	0.13333	1027.759	419.643	917.445	1178.373	604.949	562.043	0.000	0.000	0.000	0.000	0.000	0.000	1028.750	239.095	629.255	0.000	0.000	0.000	602.590	334.306	588.602	1007.159	443.215	505.029
42	0.13667	1027.595	419.516	917.410	1178.106	605.089	562.150	0.000	0.000	0.000	0.000	0.000	0.000	1029.317	238.818	629.236	0.000	0.000	0.000	605.028	332.938	590.068	1007.152	442.985	505.080
43	0.14000	1027.416	419.386	917.358	1177.800	605.272	562.295	0.000	0.000	0.000	0.000	0.000	0.000	1029.928	238.529	629.168	0.000	0.000	0.000	607.536	331.479	591.594	1007.164	442.762	505.101
44	0.14333	1027.245	419.238	917.308	1177.444	605.493	562.402	0.000	0.000	0.000	0.000	0.000	0.000	1030.540	238.251	629.181	0.000	0.000	0.000	610.038	329.877	593.121	1007.174	442.532	505.131
45	0.14667	1027.062	419.090	917.246	1177.141	605.664	562.495	0.000	0.000	0.000	0.000	0.000	0.000	1031.089	237.993	629.162	0.000	0.000	0.000	612.544	328.380	594.518	1007.190	442.294	505.146
46	0.15000	1026.890	418.951	917.190	1176.878	605.840	562.615	0.000	0.000	0.000	0.000	0.000	0.000	1031.815	237.863	629.334	0.000	0.000	0.000	615.072	326.872	595.855	1007.174	442.085	505.156
47	0.15333	1026.719	418.828	917.154	1176.577	606.029	562.738	0.000	0.000	0.000	0.000	0.000	0.000	1032.373	237.554	629.252	0.000	0.000	0.000	617.673	325.297	597.222	1007.168	441.885	505.155
48	0.15667	1026.552	418.699	917.102	1176.282	606.231	562.944	0.000	0.000	0.000	0.000	0.000	0.000	1032.940	237.258	629.228	0.000	0.000	0.000	620.294	323.777	598.480	1007.159	441.712	505.169
49	0.16000	1026.362	418.560	917.033	1175.992	606.424	563.124	0.000	0.000	0.000	0.000	0.000	0.000	1033.481	236.927	629.144	0.000	0.000	0.000	622.916	322.194	599.736	1007.151	441.516	505.175
50	0.16333	1026.214	418.426	916.983	1175.729	606.566	563.261	0.000	0.000	0.000	0.000	0.000	0.000	1034.052	236.621	629.104	0.000	0.000	0.000	625.513	320.588	600.988	1007.112	441.291	505.191
51	0.16667	1026.059	418.292	916.952	1175.446	606.706	563.400	0.000	0.000	0.000	0.000	0.000	0.000	1034.621	236.315	629.076	0.000	0.000	0.000	628.153	318.942	602.119	1007.088	441.117	505.245
52	0.17000	1025.906	418.178	916.890	1175.136	606.889	563.570	0.000	0.000	0.000	0.000	0.000	0.000	1035.231	236.028	629.020	0.000	0.000	0.000	630.813	317.272	603.264	1007.078	440.870	505.293
53	0.17333	1025.775	418.061	916.859	1174.833	607.062	563.738	0.000	0.000	0.000	0.000	0.000	0.000	1035.803	235.676	628.886	0.000	0.000	0.000	633.526	315.579	604.293	1007.055	440.625	505.368
54	0.17667	1025.634	417.924	916.815	1174.609	607.205	563.855	0.000	0.000	0.000	0.000	0.000	0.000	1036.404	235.235	628.652	0.000	0.000	0.000	636.241	313.815	605.399	1006.979	440.402	505.531
55	0.18000	1025.503	417.794	916.770	1174.374	607.338	563.986	0.000	0.000	0.000	0.000	0.000	0.000	1037.021	234.899	628.560	0.000	0.000	0.000	638.992	312.061	606.314	1006.937	440.203	505.605
56	0.18333	1025.359	417.693	916.721	1174.098	607.492	564.199	0.000	0.000	0.000	0.000	0.000	0.000	1037.579	234.624	628.522	0.000	0.000	0.000	641.736	310.243	607.332	1006.916	440.014	505.658
57	0.18667	1025.217	417.584	916.683	1173.820	607.637	564.358	0.000	0.000	0.000	0.000	0.000	0.000	1038.111	234.232	628.331	0.000	0.000	0.000	644.493	308.436	608.197	1006.886	439.800	505.779
58	0.19000	1025.069	417.484	916.646	1173.601	607.827	564.558	0.000	0.000	0.000	0.000	0.000	0.000	1038.718	233.931	628.268	0.000	0.000	0.000	647.250	306.555	609.058	1006.868	439.609	505.795
59	0.19333	1024.899	417.366	916.587	1173.384	607.960	564.754	0.000	0.000	0.000	0.000	0.000	0.000	1039.406	233.722	628.309	0.000	0.000	0.000	650.051	304.628	609.866	1006.858	439.410	505.824
60	0.19667	1024.737	417.269	916.573	1173.182	608.100	564.921	0.000	0.000	0.000	0.000	0.000	0.000	1040.002	233.450	628.265	0.000	0.000	0.000	652.857	302.617	610.592	1006.809	439.243	505.861
61	0.20000	1024.584	417.185	916.541	1172.972	608.258	565.100	0.000	0.000	0.000	0.000	0.000	0.000	1040.608	233.115	628.128	0.000	0.000	0.000	655.645	300.618	611.303	1006.809	439.078	505.906
62	0.20333	1024.422	417.105	916.507	1172.755	608.377	565.286	0.000	0.000	0.000	0.000	0.000	0.000	1041.336	232.912	628.191	0.000	0.000	0.000	658.479	298.559	611.942	1006.825	438.875	505.943
63	0.20667	1024.242	417.047	916.479	1172.540	608.534	565.470	0.000	0.000	0.000	0.000	0.000	0.000	1041.886	232.562	628.071	0.000	0.000	0.000	661.271	296.472	612.479	1006.786	438.706	505.975
64	0.21000	1024.069	416.995	916.443	1172.346	608.634	565.617	0.000	0.000	0.000	0.000	0.000	0.000	1042.462	232.201	627.946	0.000	0.000	0.000	664.113	294.377	613.012	1006.775	438.508	506.076
65	0.21333	1023.896	416.938	916.392	1172.152	608.723	565.792	0.000	0.000	0.000	0.000	0.000	0.000	1043.053	231.866	627.831	0.000	0.000	0.000	667.193	292.155	613.660	1006.750	438.319	506.159
66	0.21667	1023.695	416.886	916.323	1171.962	608.852	566.006	0.000	0.000	0.000	0.000	0.000	0.000	1043.668	231.520	627.692	0.000	0.000	0.000	669.991	289.988	614.011	1006.734	438.167	506.235
67	0.22000	1023.526	416.832	916.272	1171.758	608.971	566.202	0.000	0.000	0.000	0.000	0.000	0.000	1044.275	231.232	627.556	0.000	0.000	0.000	672.812	287.756	614.365	1006.692	437.961	506.316
68	0.22333	1023.322	416.791	916.203	1171.554	609.128	566.390	0.000	0.000	0.000	0.000	0.000	0.000	1044.859	230.902	627.402	0.000	0.000	0.000	675.657	285.652	614.592	1006.678	437.803	506.346
69	0.22667	1023.132	416.750	916.175	1171.387	609.226	566.576	0.000	0.000	0.000	0.000	0.000	0.000	1045.437	230.566	627.241	0.000	0.000	0.000	678.432	283.300	614.821	1006.616	437.648	506.537
70	0.23000	1022.905	416.716	916.124	1171.212	609.331	566.807	0.000	0.000	0.000	0.000	0.000	0.000	1046.042	230.203	627.039	0.000	0.000	0.000	681.269	280.944	615.029	1006.599	437.497	506.619
71	0.23333	1022.692	416.707	916.093	1171.026	609.458	566.964	0.000	0.000	0.000	0.000	0.000	0.000	1046.659	229.844	626.838	0.000	0.000	0.000	684.155	278.496	615.194	1006.591	437.378	506.674
72	0.23667	1022.422	416.663	915.997	1170.866	609.583	567.147	0.000	0.000	0.000	0.000	0.000	0.000	1047.268	229.516	626.658	0.000	0.000	0.000	686.989	276.050	615.245	1006.572	437.252	506.695
73	0.24000	1022.171	416.670	915.921	1170.725	609.693	567.369	0.000	0.000	0.000	0.000	0.000	0.000	1047.859	229.181	626.418	0.000	0.000	0.000	689.864	273.593	615.322	1006.547	437.107	506.706
74	0.24333	1021.941	416.684	915.884	1170.555	609.854	567.610	0.000	0.000	0.000	0.000	0.000	0.000	1048.474	228.877	626.269	0.000	0.000	0.000	692.687	271.094	615.264	1006.527	436.885	506.752
