NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	7
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 11:40:35	606895.07101036
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1043.780	430.574	920.987	1198.821	595.569	565.566	0.000	0.000	0.000	1063.927	674.631	41.972	0.000	0.000	0.000	793.948	228.863	470.293	1014.803	449.979	505.228
2	0.00333	1043.773	430.576	920.986	1198.828	595.606	565.545	0.000	0.000	0.000	1063.830	674.801	42.179	0.000	0.000	0.000	794.157	228.640	470.154	1014.991	449.995	505.149
3	0.00667	1043.752	430.586	920.992	1198.798	595.662	565.573	0.000	0.000	0.000	1063.680	674.731	42.059	0.000	0.000	0.000	794.331	228.411	469.944	1014.960	450.016	505.200
4	0.01000	1043.725	430.590	921.013	1198.037	593.983	563.912	0.000	0.000	0.000	1063.503	674.920	42.314	0.000	0.000	0.000	794.578	228.134	469.759	1014.741	450.301	505.457
5	0.01333	1043.701	430.601	921.018	1197.991	594.037	563.938	0.000	0.000	0.000	1063.317	675.043	42.507	0.000	0.000	0.000	794.801	227.875	469.504	1014.718	450.293	505.467
6	0.01667	1043.676	430.601	921.023	1197.934	594.121	563.954	0.000	0.000	0.000	1063.153	675.227	42.748	0.000	0.000	0.000	795.052	227.548	469.251	1014.701	450.314	505.546
7	0.02000	1043.640	430.615	921.021	1197.872	594.201	563.953	0.000	0.000	0.000	1062.960	675.237	42.780	0.000	0.000	0.000	795.263	227.234	468.897	1014.676	450.312	505.577
8	0.02333	1043.180	430.809	920.647	1197.350	594.085	563.466	0.000	0.000	0.000	1062.082	674.021	41.537	0.000	0.000	0.000	795.089	227.344	468.334	1013.868	450.685	505.322
9	0.02667	1043.208	430.856	920.761	1197.130	594.154	563.239	0.000	0.000	0.000	1062.091	674.469	41.847	0.000	0.000	0.000	795.401	227.186	468.133	1013.903	450.818	505.136
10	0.03000	1043.155	430.866	920.761	1197.014	594.241	563.211	0.000	0.000	0.000	1061.854	674.392	41.747	0.000	0.000	0.000	795.724	226.786	467.858	1013.902	450.824	505.227
11	0.03333	1043.375	430.682	920.964	1197.259	594.256	563.853	0.000	0.000	0.000	1061.605	674.356	41.692	0.000	0.000	0.000	796.781	225.740	468.558	1014.574	450.026	505.570
12	0.03667	1043.354	430.691	920.992	1197.135	594.331	563.857	0.000	0.000	0.000	1061.357	674.349	41.722	0.000	0.000	0.000	797.150	225.278	468.340	1014.569	450.012	505.638
13	0.04000	1043.301	430.703	920.978	1197.034	594.460	563.867	0.000	0.000	0.000	1061.147	674.352	41.757	0.000	0.000	0.000	797.457	224.795	467.938	1014.544	449.962	505.646
14	0.04333	1043.283	430.711	921.002	1196.905	594.554	563.885	0.000	0.000	0.000	1060.921	674.389	41.804	0.000	0.000	0.000	797.673	224.137	467.298	1014.540	449.882	505.659
15	0.04667	1043.260	430.752	921.003	1196.775	594.723	563.899	0.000	0.000	0.000	1060.732	674.416	41.756	0.000	0.000	0.000	798.059	223.570	466.950	1014.496	449.830	505.684
16	0.05000	1043.217	430.776	920.982	1196.639	594.861	563.905	0.000	0.000	0.000	1060.523	674.493	41.796	1015.222	244.738	624.614	798.467	223.027	466.678	1014.480	449.760	505.712
17	0.05333	1043.196	430.803	920.996	1196.479	595.014	563.895	0.000	0.000	0.000	1060.233	674.405	41.723	1013.537	244.765	625.094	798.892	222.449	466.364	1014.451	449.715	505.705
18	0.05667	1043.161	430.827	920.985	1196.283	595.126	563.907	0.000	0.000	0.000	1059.915	674.379	41.675	1013.721	244.621	625.102	799.325	221.820	466.056	1014.441	449.646	505.723
19	0.06000	1043.117	430.851	920.978	1196.084	595.267	563.879	0.000	0.000	0.000	1059.616	674.409	41.750	1013.681	244.317	624.831	799.780	221.242	465.683	1014.409	449.554	505.725
20	0.06333	1043.081	430.867	920.976	1195.906	595.407	563.885	0.000	0.000	0.000	1059.348	674.551	41.837	1013.946	244.182	624.787	800.261	220.524	465.413	1014.377	449.478	505.735
21	0.06667	1043.038	430.902	920.964	1195.702	595.567	563.917	0.000	0.000	0.000	1059.104	674.701	41.925	1014.643	244.275	625.241	800.768	219.868	465.109	1014.345	449.396	505.735
22	0.07000	1042.995	430.930	920.955	1195.504	595.749	563.932	0.000	0.000	0.000	1058.892	674.685	41.868	1014.483	243.929	624.773	801.234	219.142	464.793	1014.237	449.262	505.833
23	0.07333	1042.958	430.942	920.935	1195.277	595.909	563.916	0.000	0.000	0.000	1058.616	674.604	41.774	1015.166	243.971	625.224	801.715	218.449	464.452	1014.211	449.189	505.909
24	0.07667	1042.911	430.972	920.931	1195.047	596.125	563.990	0.000	0.000	0.000	1058.292	674.455	41.496	1015.070	243.572	624.689	802.219	217.663	464.177	1014.169	449.042	505.885
