NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:05:10	608369.93602829
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1039.421	435.511	917.047	1195.486	596.748	549.187	1224.961	625.512	244.935	1136.130	659.630	18.062	1021.102	244.447	628.717	794.152	219.355	475.111	535.672	357.273	514.817	1013.253	447.859	508.159
2	0.00333	1039.236	435.498	917.048	1195.477	596.834	549.234	1224.907	625.521	244.937	1136.064	659.753	18.203	1021.233	244.453	628.749	794.286	219.220	474.982	536.159	357.064	515.573	1013.387	447.884	508.069
3	0.00667	1039.071	435.465	917.041	1195.433	596.895	549.241	1224.881	625.545	244.923	1135.981	659.818	18.266	1020.951	244.242	628.612	794.450	219.076	474.931	536.480	356.792	516.248	1013.348	447.881	508.103
4	0.01000	1038.887	435.433	917.029	1195.377	596.965	549.240	1224.782	625.471	244.470	1135.871	659.767	18.238	1021.043	244.232	628.586	794.636	218.908	474.821	536.865	356.511	517.016	1013.348	447.895	508.097
5	0.01333	1038.719	435.402	917.018	1195.309	597.036	549.251	1224.737	625.522	244.531	1135.786	659.832	18.324	1021.444	244.398	628.672	794.799	218.726	474.676	537.262	356.294	517.883	1013.350	447.896	508.111
6	0.01667	1038.551	435.364	917.018	1195.242	597.141	549.268	1224.658	625.521	244.506	1135.700	659.726	18.263	1021.534	244.405	628.608	795.012	218.515	474.534	537.761	356.008	518.773	1013.339	447.902	508.136
7	0.02000	1038.384	435.323	917.037	1195.168	597.232	549.288	1224.596	625.568	244.566	1135.593	659.756	18.326	1021.647	244.420	628.561	795.162	218.303	474.213	538.275	355.724	519.638	1013.332	447.912	508.170
8	0.02333	1037.797	435.467	916.626	1194.609	597.133	548.833	1224.503	625.800	244.917	1134.706	658.366	17.068	1021.248	244.233	628.036	794.841	218.556	473.536	538.369	355.704	520.417	1012.444	448.297	507.918
9	0.02667	1037.791	435.337	916.663	1194.562	597.234	548.763	1224.461	625.695	244.577	1134.860	658.554	17.080	1021.501	244.233	628.102	795.025	218.309	473.251	539.210	355.157	521.883	1012.504	448.478	507.714
10	0.03000	1037.615	435.324	916.603	1194.483	597.363	548.763	1224.415	625.769	244.596	1134.760	658.575	17.118	1021.205	243.871	627.749	795.265	218.015	473.021	539.851	354.864	522.951	1012.442	448.506	507.731
11	0.03333	1037.581	435.331	916.804	1194.597	597.509	549.295	1224.384	625.770	244.585	1134.654	658.545	17.132	1021.537	244.034	627.877	796.295	217.310	473.906	540.593	354.524	523.980	1013.065	447.700	508.162
12	0.03667	1037.426	435.297	916.798	1194.483	597.630	549.362	1224.287	625.861	244.632	1134.526	658.682	17.298	1021.611	243.987	627.810	796.581	216.976	473.679	541.282	354.253	525.150	1013.037	447.680	508.183
