NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:15:14	608973.92564137
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1027.397	442.798	915.816	1198.068	614.087	561.119	1223.413	648.746	254.055	1084.280	679.285	38.828	1029.608	259.030	631.281	816.355	242.579	469.378	549.007	376.346	508.952	1027.806	456.718	502.852
2	0.00333	1027.359	442.869	915.781	1198.172	614.162	561.152	1223.607	648.581	254.067	1084.750	679.582	38.931	1029.797	259.023	631.291	816.508	242.373	469.435	549.365	376.115	509.946	1027.904	456.758	502.919
3	0.00667	1027.305	442.936	915.760	1198.225	614.232	561.145	1223.880	648.379	254.054	1085.238	679.530	38.490	1030.017	258.996	631.300	816.698	242.134	469.525	549.719	375.898	510.974	1027.964	456.815	502.978
4	0.01000	1027.249	442.977	915.730	1198.293	614.309	561.132	1224.041	648.287	254.056	1085.700	679.527	38.234	1030.283	258.997	631.340	816.898	241.883	469.573	550.148	375.664	512.054	1027.947	456.804	503.141
5	0.01333	1027.186	443.038	915.713	1198.323	614.384	561.134	1224.299	648.116	254.031	1086.133	679.869	38.323	1030.479	258.920	631.322	817.128	241.629	469.684	550.587	375.395	513.158	1028.004	456.807	503.197
6	0.01667	1027.125	443.084	915.697	1198.348	614.471	561.132	1224.362	648.083	254.126	1086.479	680.097	38.289	1030.753	258.902	631.356	817.382	241.343	469.753	551.071	375.107	514.321	1028.030	456.784	503.264
7	0.02000	1027.056	443.118	915.679	1198.373	614.573	561.133	1224.458	648.033	254.254	1086.822	680.170	38.161	1031.055	258.892	631.406	817.626	241.033	469.800	551.802	374.707	515.827	1028.107	456.823	503.339
8	0.02333	1026.534	443.316	915.284	1197.840	614.468	560.651	1224.571	647.972	254.396	1086.476	678.908	36.640	1030.812	258.870	630.906	817.475	241.097	469.504	552.052	374.538	517.013	1027.442	457.055	502.886
9	0.02667	1026.857	443.119	915.668	1197.822	614.139	560.444	1224.683	647.910	254.532	1087.131	679.661	37.032	1031.406	258.758	631.220	817.834	240.716	469.640	552.889	373.894	518.548	1027.716	457.169	502.670
10	0.03000	1026.806	443.316	915.505	1197.751	614.327	560.185	1224.776	647.854	254.645	1087.467	679.755	37.014	1031.789	258.740	631.278	818.170	240.339	469.748	553.370	373.692	519.581	1027.687	457.137	502.508
11	0.03333	1026.587	443.294	915.496	1198.074	614.862	561.092	1224.832	647.812	254.713	1087.755	679.931	37.009	1032.071	258.648	631.291	818.884	239.933	470.632	553.874	373.250	520.877	1028.093	456.608	503.425
12	0.03667	1026.504	443.316	915.469	1198.039	614.971	561.087	1224.834	647.792	254.719	1088.018	680.153	37.064	1032.414	258.582	631.329	819.114	239.614	470.452	554.589	372.889	522.283	1028.153	456.559	503.490
13	0.04000	1026.415	443.349	915.422	1198.001	615.085	561.076	1224.845	647.759	254.754	1088.276	680.381	37.122	1032.766	258.501	631.392	819.440	239.172	470.374	555.354	372.382	523.644	1028.130	456.545	503.632
14	0.04333	1026.347	443.376	915.407	1197.964	615.178	561.048	1224.877	647.712	254.775	1088.598	680.652	37.179	1033.132	258.424	631.421	819.970	237.961	470.275	556.140	371.720	524.938	1028.166	456.499	503.676
15	0.04667	1026.281	443.401	915.374	1197.892	615.293	561.015	1224.810	647.789	254.812	1088.879	680.773	36.936	1033.474	258.324	631.442	820.339	237.448	470.232	556.994	371.175	526.398	1028.216	456.443	503.735
16	0.05000	1026.201	443.424	915.340	1197.831	615.406	560.993	1224.820	647.758	254.756	1089.154	680.738	36.681	1033.827	258.213	631.488	820.775	236.876	470.150	557.903	370.625	527.901	1028.284	456.392	503.766
17	0.05333	1026.152	443.461	915.322	1197.741	615.531	560.931	1224.855	647.718	254.717	1089.389	680.811	36.596	1034.630	258.620	632.005	821.188	236.247	470.028	558.864	370.060	529.461	1028.324	456.333	503.808
18	0.05667	1026.078	443.495	915.267	1197.646	615.628	560.878	1224.776	647.821	254.748	1089.553	680.836	36.474	1035.003	258.501	632.032	821.688	235.570	469.982	559.859	369.381	531.083	1028.364	456.257	503.856
19	0.06000	1026.020	443.525	915.222	1197.529	615.796	560.815	1224.810	647.782	254.708	1089.757	681.013	36.478	1035.341	258.375	632.055	822.176	234.875	469.869	560.937	368.708	532.721	1028.401	456.216	503.900
20	0.06333	1025.948	443.556	915.175	1197.406	615.953	560.732	1224.679	647.926	254.723	1089.958	681.281	36.586	1035.719	258.209	632.054	822.682	234.082	469.722	562.078	367.999	534.346	1028.460	456.148	503.939
21	0.06667	1025.891	443.593	915.140	1197.259	616.072	560.626	1224.727	647.911	254.724	1090.117	681.568	36.711	1035.913	257.864	631.790	823.236	233.323	469.597	563.159	367.253	535.888	1028.503	456.073	503.951
22	0.07000	1025.827	443.615	915.102	1197.130	616.210	560.558	1224.719	647.961	254.747	1090.255	681.757	36.825	1036.410	257.857	631.980	823.745	232.477	469.348	564.358	366.511	537.460	1028.452	456.279	504.187
23	0.07333	1025.783	443.663	915.068	1196.980	616.343	560.476	1224.667	648.057	254.774	1090.376	681.902	36.889	1036.992	257.820	632.208	824.371	231.572	469.204	565.584	365.707	539.072	1028.508	456.164	504.177
24	0.07667	1025.706	443.691	915.023	1196.835	616.536	560.430	1224.581	648.178	254.787	1090.473	681.935	36.871	1037.410	257.728	632.260	824.925	230.711	468.896	566.920	364.893	540.836	1028.521	456.077	504.282
25	0.08000	1025.668	443.730	914.986	1196.656	616.709	560.359	1224.475	648.306	254.767	1090.561	682.044	36.881	1037.829	257.538	632.278	825.508	229.788	468.641	568.265	364.008	542.455	1028.563	455.963	504.321
26	0.08333	1025.613	443.775	914.926	1196.472	616.894	560.272	1224.360	648.421	254.698	1090.651	682.123	36.925	1038.232	257.371	632.298	826.157	228.776	468.475	569.635	363.119	544.186	1028.603	455.874	504.363
27	0.08667	1025.556	443.821	914.882	1196.256	617.041	560.232	1224.247	648.502	254.560	1090.713	682.197	36.957	1038.691	257.233	632.288	826.791	227.823	468.164	571.080	362.210	545.818	1028.632	455.764	504.378
28	0.09000	1025.497	443.866	914.813	1196.045	617.201	560.185	1224.148	648.532	254.337	1090.772	682.324	37.011	1038.726	256.602	631.791	827.393	226.841	467.797	572.529	361.267	547.479	1028.668	455.632	504.378
29	0.09333	1025.448	443.909	914.775	1195.799	617.317	560.074	1224.075	648.490	254.009	1090.830	682.301	36.952	1039.202	256.495	631.836	828.055	225.807	467.492	574.081	360.273	549.171	1028.691	455.507	504.371
