NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	8
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 11:25:26	605985.46977567
DATA_INCLUDED	3D
MARKER_NAMES	Head	R_Shoulder	R_Elbow	R_Hand	L_Shoulder	L_Elbow	L_Hand	Sternum
Frame	Time	Head X	Head Y	Head Z	R_Shoulder X	R_Shoulder Y	R_Shoulder Z	R_Elbow X	R_Elbow Y	R_Elbow Z	R_Hand X	R_Hand Y	R_Hand Z	L_Shoulder X	L_Shoulder Y	L_Shoulder Z	L_Elbow X	L_Elbow Y	L_Elbow Z	L_Hand X	L_Hand Y	L_Hand Z	Sternum X	Sternum Y	Sternum Z	
1	0.00000	1047.896	411.122	931.247	1157.323	596.990	585.435	891.719	650.705	308.746	568.146	681.218	312.767	1008.312	227.637	622.600	788.967	222.971	456.783	541.335	360.332	514.354	984.637	442.255	513.714
2	0.00333	1047.837	411.128	931.245	1157.259	597.146	585.550	891.655	650.714	308.621	568.155	681.247	312.695	1008.321	227.618	622.577	789.199	222.730	456.811	541.998	359.964	515.593	984.487	442.008	514.480
3	0.00667	1047.770	411.168	931.266	1157.136	597.336	585.593	891.685	650.715	308.642	568.148	681.255	312.693	1008.490	227.723	622.573	789.421	222.534	456.687	542.462	359.656	516.715	984.488	442.029	514.513
4	0.01000	1047.697	411.211	931.285	1156.965	597.434	585.499	891.628	650.750	308.748	568.154	681.254	312.702	1008.618	227.772	622.575	789.651	222.316	456.467	543.218	359.248	518.100	984.467	442.066	514.548
5	0.01333	1047.624	411.246	931.297	1156.824	597.609	585.525	891.672	650.737	308.633	568.163	681.247	312.701	1008.778	227.830	622.564	789.883	222.039	456.239	544.097	358.713	519.782	984.450	442.050	514.566
6	0.01667	1047.543	411.278	931.309	1156.677	597.769	585.543	891.693	650.712	308.688	568.147	681.234	312.686	1008.974	227.861	622.654	790.154	221.740	456.014	544.846	358.255	521.116	984.423	442.085	514.580
7	0.02000	1047.269	411.499	931.225	1156.520	597.953	585.577	891.643	650.753	308.799	568.149	681.244	312.701	1008.904	228.200	622.465	789.866	222.006	455.380	545.443	358.050	522.548	984.205	442.308	514.619
8	0.02333	1047.209	411.494	931.227	1156.268	598.180	585.801	891.535	650.732	308.947	568.025	681.432	312.662	1009.141	228.106	622.569	790.574	221.298	455.615	546.199	357.456	523.743	984.337	441.755	514.474
9	0.02667	1047.094	411.537	931.225	1156.075	598.379	585.826	891.555	650.569	308.761	568.024	681.443	312.671	1009.340	228.127	622.580	790.958	220.906	455.401	547.087	357.012	525.234	984.280	441.733	514.449
10	0.03000	1046.982	411.590	931.225	1155.853	598.566	585.851	891.576	650.596	308.780	568.028	681.462	312.672	1009.544	228.135	622.575	791.242	220.521	454.974	548.091	356.529	526.829	984.247	441.713	514.486
11	0.03333	1046.867	411.641	931.224	1155.661	598.762	585.875	891.577	650.581	308.833	568.030	681.474	312.669	1009.775	228.164	622.592	791.619	220.085	454.640	549.179	356.048	528.484	984.194	441.699	514.498
12	0.03667	1046.754	411.700	931.237	1155.452	598.959	585.913	891.485	650.659	308.929	568.013	681.467	312.672	1010.000	228.141	622.541	792.065	219.617	454.347	550.359	355.557	530.245	984.141	441.639	514.488
13	0.04000	1046.646	411.765	931.236	1155.233	599.152	585.940	891.545	650.534	308.792	568.015	681.489	312.656	1010.231	228.101	622.513	792.537	219.099	454.066	551.599	355.028	532.074	984.100	441.617	514.503
14	0.04333	1046.530	411.814	931.227	1154.978	599.386	585.980	891.494	650.643	308.925	568.022	681.478	312.660	1010.454	228.035	622.461	792.990	218.562	453.671	552.914	354.469	533.923	984.055	441.606	514.518
